,index,Netflix,Hulu,Prime Video,Disney+,title,budget,company,country,director,genre,rating,score,star,votes,writer,original_language,popularity,revenue,runtime,release_year,release_month,release_day,class,score_prediction
2575,2575,0.0,0.0,0.0,0.0,Wrong Turn,12600000.0,Other,USA,Other,Horror,R,6.1,Other,94271,Other,en,33.6,28650575,84.0,2003,5,30,0,6.2
2576,2576,0.0,0.0,0.0,0.0,Transformers: Age of Extinction,210000000.0,Paramount Pictures,USA,Michael Bay,Action,PG-13,5.7,Other,266917,Ehren Kruger,en,116.8,1091405097,165.0,2014,6,27,0,6.1
2577,2577,0.0,0.0,0.0,0.0,The Wolverine,120000000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,PG-13,6.7,Other,368960,Other,en,16.0,415440673,126.0,2013,7,26,0,6.3
2578,2578,0.0,0.0,0.0,0.0,A Perfect Getaway,14000000.0,Other,USA,Other,Adventure,R,6.5,Other,60018,Other,en,20.8,22852638,98.0,2009,8,7,0,5.9
2579,2579,0.0,0.0,0.0,0.0,Action Jackson,7000000.0,Other,USA,Other,Action,R,5.2,Other,8115,Other,en,6.9,20256975,96.0,1988,2,12,0,6.2
2580,2580,0.0,0.0,0.0,0.0,Kill List,500000.0,Other,UK,Other,Crime,NOT RATED,6.4,Other,29346,Other,en,12.2,171760,95.0,2011,9,2,0,6.2
2581,2581,0.0,0.0,0.0,0.0,The DUFF,8500000.0,Other,USA,Other,Comedy,PG-13,6.5,Other,61791,Other,en,40.3,43528634,100.5,2015,2,20,0,6.5
2582,2582,0.0,0.0,0.0,0.0,Beyond the Sea,23000000.0,Other,UK,Other,Biography,PG-13,6.7,Other,13508,Other,en,6.1,0,118.0,2004,12,29,0,6.4
2583,2583,0.0,0.0,0.0,0.0,A Good Year,35000000.0,Fox 2000 Pictures,USA,Ridley Scott,Comedy,PG-13,6.9,Other,76690,Other,en,16.8,42064105,117.5,2006,11,10,0,6.0
2584,2584,0.0,0.0,0.0,0.0,Half Nelson,700000.0,Other,USA,Other,Drama,R,7.2,Other,75478,Other,en,12.4,4911725,106.5,2006,9,22,0,6.0
2585,2585,0.0,0.0,0.0,0.0,Sin City: A Dame to Kill For,65000000.0,Other,USA,Other,Crime,R,6.5,Other,127377,Other,en,85.4,39407616,102.0,2014,8,22,0,6.0
2586,2586,0.0,0.0,0.0,0.0,Unaccompanied Minors,26000000.0,Warner Bros.,USA,Other,Adventure,PG,5.1,Other,9036,Other,en,10.0,0,90.0,2006,12,8,0,6.6
2587,2587,0.0,0.0,0.0,0.0,Margin Call,3500000.0,Other,USA,Other,Drama,R,7.1,Other,100091,Other,en,26.3,19504039,107.0,2012,9,21,0,6.0
2588,2588,0.0,0.0,0.0,0.0,The Incredible Hulk,150000000.0,Universal Pictures,USA,Other,Action,PG-13,6.8,Other,353444,Other,en,62.9,163712074,113.0,2008,6,13,0,6.1
2589,2589,0.0,0.0,0.0,0.0,Wanted,75000000.0,Universal Pictures,USA,Other,Action,R,6.7,Other,320075,Other,en,73.8,258270008,110.0,2008,6,27,0,6.0
2590,2590,0.0,0.0,0.0,0.0,Vampires Suck,20000000.0,Other,USA,Other,Adventure,PG-13,3.5,Other,41377,Other,en,17.2,80547866,82.0,2010,8,18,0,6.0
2591,2591,0.0,0.0,0.0,0.0,Poultrygeist: Night of the Chicken Dead,500000.0,Other,USA,Other,Comedy,NOT RATED,6.2,Other,6541,Other,en,3.9,0,103.0,2012,7,6,0,6.5
2592,2592,0.0,0.0,0.0,0.0,Top Five,12000000.0,Other,USA,Other,Comedy,R,6.4,Other,23636,Other,en,15.9,25434291,102.0,2014,12,12,0,6.0
2593,2593,0.0,0.0,0.0,0.0,Sucker Punch,82000000.0,Warner Bros.,USA,Other,Action,PG-13,6.1,Other,209481,Other,en,39.1,89792502,110.0,2011,3,25,0,6.4
2594,2594,0.0,0.0,0.0,0.0,The Lords of Salem,2500000.0,Other,USA,Other,Horror,R,5.1,Other,22853,Other,en,14.5,1165882,101.0,2013,4,18,0,5.9
2595,2595,0.0,0.0,0.0,0.0,Red Riding Hood,42000000.0,Warner Bros.,USA,Other,Fantasy,PG-13,5.4,Other,97373,Other,en,45.2,89162162,100.0,2011,3,11,0,6.0
2596,2596,0.0,0.0,0.0,0.0,Paul Blart: Mall Cop,26000000.0,Columbia Pictures,USA,Other,Action,PG,5.2,Other,90091,Other,en,31.3,183293131,91.0,2009,1,16,0,6.1
2597,2597,0.0,0.0,0.0,0.0,The Brothers Bloom,20000000.0,Other,USA,Other,Adventure,PG-13,6.8,Other,43924,Other,en,10.2,5530764,114.0,2009,6,19,0,5.9
2598,2598,0.0,0.0,0.0,0.0,Gran Torino,33000000.0,Other,Germany,Clint Eastwood,Drama,R,8.2,Other,612569,Other,en,50.7,269958228,116.0,2009,1,9,0,6.1
2599,2599,0.0,0.0,0.0,0.0,Dazed and Confused,6900000.0,Other,USA,Richard Linklater,Comedy,R,7.7,Other,134414,Other,en,26.2,7993039,102.0,1994,2,10,0,6.1
2600,2600,0.0,0.0,0.0,0.0,Beverly Hills Cop II,28000000.0,Paramount Pictures,USA,Tony Scott,Action,R,6.5,Other,91582,Other,en,25.3,299965036,100.0,1987,5,20,0,6.1
2601,2601,0.0,0.0,0.0,0.0,The Grey,25000000.0,Other,USA,Other,Action,R,6.8,Other,215854,Other,en,48.6,77278331,117.0,2012,1,27,0,6.0
2602,2602,0.0,0.0,0.0,0.0,Shadow Conspiracy,45000000.0,Other,USA,Other,Action,R,4.9,Other,3980,Other,en,3.8,2154540,103.0,1997,1,31,0,6.0
2603,2603,0.0,0.0,0.0,0.0,The Road,25000000.0,Other,USA,Other,Adventure,R,7.3,Other,192283,Other,en,41.1,27635305,111.0,2009,12,18,0,6.1
2604,2604,0.0,0.0,0.0,0.0,Ballistic: Ecks vs. Sever,70000000.0,Other,USA,Other,Action,R,3.6,Other,17376,Other,en,8.4,19924033,91.0,2002,9,20,0,6.0
2605,2605,0.0,0.0,0.0,0.0,RoboCop,100000000.0,Metro Goldwyn Mayer,USA,Other,Action,PG-13,6.2,Other,196134,Other,en,66.8,242688965,109.5,2014,2,12,0,6.3
2606,2606,0.0,0.0,0.0,0.0,Baahubali: The Beginning,18026148.0,Other,Other,Other,Action,Not specified,8.2,Other,81464,Other,Other,16.3,100000000,159.0,2015,7,9,0,5.7
2607,2607,0.0,0.0,0.0,0.0,Master and Commander: The Far Side of the World,150000000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,PG-13,7.4,Other,178888,Other,en,37.0,212011111,138.0,2003,11,14,0,6.1
2608,2608,0.0,0.0,0.0,0.0,Think Like a Man,12000000.0,Other,USA,Other,Comedy,PG-13,6.6,Other,37270,Other,en,6.0,96070507,111.0,2012,4,20,0,6.1
2609,2609,0.0,0.0,0.0,0.0,3000 Miles to Graceland,62000000.0,Other,USA,Other,Action,R,5.9,Other,39617,Other,en,11.3,18720175,125.0,2001,2,23,1,9.2
2610,2610,0.0,0.0,0.0,0.0,The Life of David Gale,50000000.0,Universal Pictures,USA,Other,Crime,R,7.6,Other,95173,Other,en,22.4,38955598,130.0,2003,2,21,1,6.9
2611,2611,0.0,0.0,0.0,0.0,Martian Child,27000000.0,New Line Cinema,USA,Other,Comedy,PG,6.8,Other,18266,Other,en,5.7,0,106.0,2007,11,2,0,7.7
2612,2612,0.0,0.0,0.0,0.0,Talk Radio,4000000.0,Other,USA,Oliver Stone,Drama,R,7.3,Other,10791,Other,en,4.5,3468572,110.0,1989,1,13,0,7.2
2613,2613,0.0,0.0,0.0,0.0,The Last Stand,45000000.0,Other,USA,Other,Action,R,6.4,Other,121718,Other,en,43.9,0,107.0,2013,1,18,0,7.5
2614,2614,0.0,0.0,0.0,0.0,The General's Daughter,95000000.0,Paramount Pictures,USA,Other,Crime,R,6.3,Other,45581,Other,en,18.3,149705852,116.0,1999,6,18,2,7.3
2615,2615,0.0,0.0,0.0,0.0,The Client,45000000.0,Warner Bros.,USA,Joel Schumacher,Crime,PG-13,6.7,Other,49887,Other,en,17.7,117615211,119.0,1994,7,20,1,7.0
2616,2616,0.0,0.0,0.0,0.0,Good Luck Chuck,25000000.0,Other,USA,Other,Comedy,R,5.6,Other,78042,Other,en,21.7,59192128,101.0,2007,9,21,1,6.8
2617,2617,0.0,0.0,0.0,0.0,Mickey Blue Eyes,75000000.0,Other,UK,Other,Comedy,PG-13,5.8,Other,31318,Other,en,6.8,0,102.0,1999,8,20,2,7.4
2618,2618,0.0,0.0,0.0,0.0,The Grudge 2,20000000.0,Columbia Pictures Corporation,USA,Other,Horror,PG-13,5.0,Other,41594,Other,en,13.9,39143839,102.0,2006,10,13,1,7.4
2619,2619,0.0,0.0,0.0,0.0,Hope Floats,30000000.0,Twentieth Century Fox Film Corporation,USA,Other,Drama,PG-13,5.9,Other,20807,Other,en,7.9,0,114.0,1998,5,29,2,7.4
2620,2620,0.0,0.0,0.0,0.0,Rabbit Hole,5000000.0,Other,USA,Other,Drama,PG-13,7.0,Other,43091,Other,en,10.1,5129058,91.0,2011,1,28,1,8.0
2621,2621,0.0,0.0,0.0,0.0,Saints and Soldiers,780000.0,Other,USA,Other,Action,PG-13,6.8,Other,18614,Other,en,6.0,0,90.0,2005,3,25,1,6.9
2622,2622,0.0,0.0,0.0,0.0,The Adjustment Bureau,50200000.0,Universal Pictures,USA,Other,Romance,PG-13,7.1,Matt Damon,213570,Other,en,26.6,127869379,106.0,2011,3,4,2,7.3
2623,2623,0.0,0.0,0.0,0.0,I Heart Huckabees,22000000.0,Other,USA,Other,Comedy,R,6.7,Other,58795,Other,en,14.9,0,106.5,2004,10,22,1,6.6
2624,2624,0.0,0.0,0.0,0.0,Jack Ryan: Shadow Recruit,60000000.0,Paramount Pictures,USA,Other,Action,PG-13,6.2,Other,106644,Other,en,42.5,50549107,105.0,2014,1,17,1,6.9
2625,2625,0.0,0.0,0.0,0.0,Charlie's Angels,93000000.0,Columbia Pictures Corporation,USA,Other,Action,PG-13,5.5,Other,154242,Other,en,40.2,264105545,98.0,2000,11,3,0,7.5
2626,2626,0.0,0.0,0.0,0.0,Scary Movie 3,48000000.0,Other,USA,Other,Comedy,PG-13,5.5,Other,119704,Other,en,36.6,220673217,84.0,2003,10,24,0,7.0
2627,2627,0.0,0.0,0.0,0.0,P.S. I Love You,30000000.0,Other,USA,Other,Drama,PG-13,7.1,Other,181111,Other,en,29.5,156835339,126.0,2007,12,21,1,6.9
2628,2628,0.0,0.0,0.0,0.0,Snow Falling on Cedars,35000000.0,Universal Pictures,USA,Other,Drama,PG-13,6.8,Other,12733,Other,en,2.8,0,127.0,2000,1,7,0,6.5
2629,2629,0.0,0.0,0.0,0.0,Tsotsi,3000000.0,Other,UK,Other,Crime,R,7.3,Other,25947,Other,Other,2.5,9879971,94.0,2006,3,31,0,6.7
2630,2630,0.0,0.0,0.0,0.0,Dudley Do-Right,70000000.0,Universal Pictures,USA,Other,Comedy,PG,3.9,Other,8689,Other,en,8.8,0,77.0,1999,8,27,0,6.5
2631,2631,0.0,0.0,0.0,0.0,The Juror,44000000.0,Columbia Pictures Corporation,USA,Other,Drama,R,5.6,Other,14885,Other,en,3.9,0,118.0,1996,2,2,2,6.8
2632,2632,0.0,0.0,0.0,0.0,The Net,22000000.0,Columbia Pictures Corporation,USA,Other,Action,PG-13,5.9,Other,52218,Other,en,23.2,110627965,114.0,1995,7,28,0,6.9
2633,2633,0.0,0.0,0.0,0.0,Over the Hedge,80000000.0,Other,USA,Other,Animation,PG,6.8,Bruce Willis,137288,Other,en,36.3,343397247,83.0,2006,5,19,0,6.2
2634,2634,0.0,0.0,0.0,0.0,Hot Tub Time Machine 2,14000000.0,Paramount Pictures,USA,Other,Comedy,R,5.1,Other,31966,Other,en,16.6,12314651,93.0,2015,2,20,1,6.2
2635,2635,0.0,0.0,0.0,0.0,Loose Cannons,15000000.0,Other,USA,Other,Action,R,4.9,Other,3903,Other,Other,7.7,8220215,102.0,1990,2,9,0,6.5
2636,2636,0.0,0.0,0.0,0.0,28 Weeks Later,15000000.0,Other,UK,Other,Drama,R,7.0,Other,226928,Other,en,34.8,64238440,100.0,2007,5,11,2,7.5
2637,2637,0.0,0.0,0.0,0.0,Prometheus,130000000.0,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Adventure,R,7.0,Other,508193,Other,en,68.9,403170142,124.0,2012,6,8,0,6.4
2638,2638,0.0,0.0,0.0,0.0,Best in Show,6000000.0,Other,USA,Other,Comedy,PG-13,7.5,Other,48517,Other,en,11.0,0,90.0,2000,10,20,1,6.6
2639,2639,0.0,0.0,0.0,0.0,Ghosts of Mississippi,36000000.0,Other,USA,Rob Reiner,Drama,PG-13,6.7,Other,9029,Other,en,8.1,0,130.0,1997,1,3,1,6.8
2640,2640,0.0,0.0,0.0,0.0,Children of Heaven,180000.0,Other,Other,Other,Drama,PG,8.4,Other,37702,Other,Other,7.1,900000,89.0,1999,1,22,0,6.7
2641,2641,0.0,0.0,0.0,0.0,Astro Boy,65000000.0,Other,Other,Other,Animation,PG,6.3,Other,28180,Other,en,24.9,44091067,94.0,2009,10,23,0,6.5
2642,2642,0.0,0.0,0.0,0.0,The Diving Bell and the Butterfly,14000000.0,Other,France,Other,Biography,PG-13,8.0,Other,94298,Other,fr,13.7,19777647,112.0,2008,2,1,0,6.7
2643,2643,0.0,0.0,0.0,0.0,Identity,30000000.0,Columbia Pictures Corporation,USA,Other,Mystery,R,7.3,Other,193207,Other,en,45.9,90259536,90.0,2003,4,25,2,7.0
2644,2644,0.0,0.0,0.0,0.0,Glengarry Glen Ross,12500000.0,Other,USA,Other,Crime,R,7.8,Other,82675,Other,en,13.9,10725228,100.0,1992,10,2,0,6.5
2645,2645,0.0,0.0,0.0,0.0,Stay Alive,9000000.0,Other,USA,Other,Horror,PG-13,5.1,Other,27062,Other,en,4.3,27105095,92.5,2006,3,24,0,6.4
2646,2646,0.0,0.0,0.0,0.0,Lost in Space,80000000.0,New Line Cinema,USA,Other,Action,PG-13,5.1,Other,61774,Other,en,17.5,136159423,130.0,1998,4,3,0,6.5
2647,2647,0.0,0.0,0.0,0.0,Scrooged,32000000.0,Paramount Pictures,USA,Other,Comedy,PG-13,7.0,Other,68488,Other,en,21.6,60328000,101.0,1988,11,23,1,6.2
2648,2648,0.0,0.0,0.0,0.0,Aliens,18500000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,R,8.4,Other,543372,Other,en,67.7,183316455,137.0,1986,7,18,0,6.3
2649,2649,0.0,0.0,0.0,0.0,The Color of Money,13800000.0,Touchstone Pictures,USA,Martin Scorsese,Drama,R,7.0,Other,62786,Other,en,17.3,52293982,119.0,1986,10,17,0,6.6
2650,2650,0.0,0.0,0.0,0.0,A Haunted House 2,4000000.0,Other,USA,Other,Comedy,R,4.7,Other,16540,Other,en,18.4,0,86.5,2014,4,18,0,6.3
2651,2651,0.0,0.0,0.0,0.0,Finding Forrester,43000000.0,Columbia Pictures Corporation,USA,Other,Drama,PG-13,7.3,Other,75994,Other,en,19.0,80049764,136.0,2001,1,12,0,6.6
2652,2652,0.0,0.0,0.0,0.0,Cradle Will Rock,32000000.0,Other,USA,Other,Drama,R,6.9,Other,8255,Other,en,4.9,0,132.0,2000,1,21,0,6.2
2653,2653,0.0,0.0,0.0,0.0,When a Stranger Calls,15000000.0,Other,USA,Other,Horror,PG-13,5.1,Other,37521,Other,en,4.7,66966987,87.0,2006,2,3,0,6.7
2654,2654,0.0,0.0,0.0,0.0,Adaptation.,19000000.0,Other,USA,Other,Comedy,R,7.7,Nicolas Cage,154177,Other,en,26.4,32801173,114.0,2003,2,14,0,6.6
2655,2655,0.0,0.0,0.0,0.0,Thank You for Smoking,6500000.0,Other,USA,Other,Comedy,R,7.6,Other,199280,Other,en,29.0,24793509,92.0,2006,4,14,2,6.5
2656,2656,0.0,0.0,0.0,0.0,Shaun of the Dead,4000000.0,Universal Pictures,UK,Other,Comedy,R,8.0,Other,431204,Other,en,49.1,30039392,99.0,2004,9,24,0,6.3
2657,2657,0.0,0.0,0.0,0.0,Turbulence,71000000.0,Metro Goldwyn Mayer,USA,Other,Action,R,4.8,Other,9515,Other,en,4.7,11466088,100.0,1997,1,10,1,6.8
2658,2658,0.0,0.0,0.0,0.0,Prince of Persia: The Sands of Time,200000000.0,Walt Disney Pictures,USA,Other,Action,PG-13,6.6,Other,239859,Other,en,62.2,335154643,116.0,2010,5,28,0,6.4
2659,2659,0.0,0.0,0.0,0.0,Predator,15000000.0,Other,USA,Other,Action,R,7.8,Other,315306,Other,en,50.0,98235548,107.0,1987,6,12,0,6.0
2660,2660,0.0,0.0,0.0,0.0,Mission: Impossible III,150000000.0,Paramount Pictures,USA,Other,Action,PG-13,6.9,Tom Cruise,277658,Other,en,63.1,397850012,126.0,2006,5,5,0,7.4
2661,2661,0.0,0.0,0.0,0.0,It Follows,2000000.0,Other,USA,Other,Horror,R,6.9,Other,149056,Other,en,100.9,14674076,100.0,2015,3,27,0,6.4
2662,2662,0.0,0.0,0.0,0.0,Dirty Work,13000000.0,Metro Goldwyn Mayer,Canada,Other,Comedy,PG-13,6.4,Other,20992,Other,en,9.1,0,82.0,1998,6,12,0,6.5
2663,2663,0.0,0.0,0.0,0.0,The Horse Whisperer,60000000.0,Touchstone Pictures,USA,Other,Drama,PG-13,6.6,Other,34542,Other,en,12.9,186883563,170.0,1998,5,15,0,6.5
2664,2664,0.0,0.0,0.0,0.0,Ruby in Paradise,800000.0,Other,USA,Other,Drama,R,7.1,Other,2147,Other,en,0.6,1001437,114.0,1993,11,5,0,6.4
2665,2665,0.0,0.0,0.0,0.0,Edge of Darkness,80000000.0,Warner Bros.,UK,Other,Crime,R,6.6,Other,80261,Other,en,24.7,74901339,117.0,2010,1,29,2,6.7
2666,2666,0.0,0.0,0.0,0.0,Edtv,80000000.0,Other,USA,Ron Howard,Comedy,PG-13,6.1,Other,37346,Other,en,14.3,0,122.0,1999,3,26,1,6.4
2667,2667,0.0,0.0,0.0,0.0,Run All Night,50000000.0,Warner Bros.,USA,Other,Action,R,6.6,Other,86373,Other,en,74.6,71561644,114.0,2015,3,13,0,6.7
2668,2668,0.0,0.0,0.0,0.0,The Gift,5000000.0,Other,USA,Other,Drama,R,7.1,Other,104603,Other,en,27.2,58978653,108.0,2015,8,7,0,6.2
2669,2669,0.0,0.0,0.0,0.0,Doom,60000000.0,Other,UK,Other,Action,R,5.2,Other,93089,Other,en,29.3,55987321,105.0,2005,10,21,0,6.6
2670,2670,0.0,0.0,0.0,0.0,Year One,60000000.0,Columbia Pictures,USA,Other,Adventure,PG-13,4.9,Other,80728,Other,en,25.3,62357900,97.0,2009,6,19,1,6.2
2671,2671,0.0,0.0,0.0,0.0,The Cave,30000000.0,Other,USA,Other,Adventure,PG-13,5.1,Other,30489,Other,en,10.8,15007991,97.0,2005,8,26,0,6.3
2672,2672,0.0,0.0,0.0,0.0,Halloween 4: The Return of Michael Myers,5000000.0,Other,USA,Other,Horror,R,5.9,Other,32707,Other,en,9.3,17768757,88.0,1988,10,21,0,6.5
2673,2673,0.0,0.0,0.0,0.0,The Last King of Scotland,6000000.0,Other,UK,Other,Biography,R,7.7,Other,155500,Other,en,26.3,48027970,122.0,2007,1,19,0,6.5
2674,2674,0.0,0.0,0.0,0.0,One True Thing,30000000.0,Other,USA,Other,Drama,R,7.0,Other,9997,Other,en,2.6,0,127.0,1998,9,18,0,6.8
2675,2675,0.0,0.0,0.0,0.0,The Innkeepers,750000.0,Other,USA,Other,Horror,R,5.5,Other,29221,Other,en,14.4,78396,101.5,2012,4,20,1,6.3
2676,2676,0.0,0.0,0.0,0.0,If I Stay,11000000.0,Other,USA,Other,Drama,PG-13,6.8,Other,96977,Other,en,31.2,78874843,106.5,2014,8,22,1,6.1
2677,2677,0.0,0.0,0.0,0.0,Waitress,1500000.0,Other,USA,Other,Comedy,PG-13,7.0,Other,39415,Other,en,9.7,22179430,108.0,2007,5,25,0,6.4
2678,2678,0.0,0.0,0.0,0.0,Mission: Impossible,80000000.0,Paramount Pictures,USA,Other,Action,PG-13,7.1,Tom Cruise,325922,Other,en,75.3,457696359,110.0,1996,5,22,1,6.1
2679,2679,0.0,0.0,0.0,0.0,See Spot Run,35000000.0,Warner Bros.,USA,Other,Action,PG,5.4,Other,7832,Other,en,6.6,0,94.0,2001,3,2,0,6.5
2680,2680,0.0,0.0,0.0,0.0,Orphan,20000000.0,Other,USA,Other,Horror,R,7.0,Other,159052,Other,en,29.3,41596251,123.0,2009,7,24,0,6.2
2681,2681,0.0,0.0,0.0,0.0,Safe Haven,28000000.0,Other,USA,Other,Drama,PG-13,6.7,Other,88092,Other,en,37.7,97594140,115.0,2013,2,14,0,6.7
2682,2682,0.0,0.0,0.0,0.0,Under the Tuscan Sun,18000000.0,Touchstone Pictures,USA,Other,Comedy,PG-13,6.8,Other,39306,Other,en,12.3,0,113.0,2003,9,26,1,6.1
2683,2683,0.0,0.0,0.0,0.0,The Girl on the Train,45000000.0,Other,USA,Other,Crime,R,6.5,Other,116926,Other,fr,2.4,0,108.5,2016,10,7,0,5.9
2684,2684,0.0,0.0,0.0,0.0,Made in Dagenham,7200000.0,Other,UK,Other,Biography,R,7.2,Other,11998,Other,en,6.1,0,113.0,2011,6,3,0,6.2
2685,2685,0.0,0.0,0.0,0.0,Memento,9000000.0,Other,USA,Other,Mystery,R,8.5,Other,933388,Other,en,60.7,39723096,113.0,2001,5,25,0,6.3
2686,2686,0.0,0.0,0.0,0.0,The Lucky One,25000000.0,Warner Bros.,USA,Other,Drama,PG-13,6.5,Other,86215,Other,en,26.8,99357138,101.0,2012,4,20,0,6.6
2687,2687,0.0,0.0,0.0,0.0,The Nutty Professor,54000000.0,Other,USA,Other,Comedy,PG-13,5.6,Other,93505,Other,en,20.3,128769345,95.0,1996,6,28,0,7.2
2688,2688,0.0,0.0,0.0,0.0,Cellular,25000000.0,New Line Cinema,USA,Other,Action,PG-13,6.5,Other,83359,Other,en,24.5,56422687,94.0,2004,9,10,0,6.3
2689,2689,0.0,0.0,0.0,0.0,The Adventures of Rocky & Bullwinkle,76000000.0,Other,USA,Other,Animation,PG,4.2,Robert De Niro,17493,Other,en,9.0,35134820,90.0,2000,6,30,0,6.9
2690,2690,0.0,0.0,0.0,0.0,Dragon Blade,65000000.0,Other,Other,Other,Action,R,6.1,Other,14374,Other,zh,9.6,121545703,127.0,2015,9,4,1,6.5
2691,2691,0.0,0.0,0.0,0.0,Hotel Transylvania,85000000.0,Columbia Pictures,USA,Other,Animation,PG,7.1,Adam Sandler,183510,Other,en,56.3,358375603,91.0,2012,9,28,0,6.5
2692,2692,0.0,0.0,0.0,0.0,Moneyball,50000000.0,Columbia Pictures,USA,Other,Biography,PG-13,7.6,Other,303846,Other,en,46.2,110206216,133.0,2011,9,23,0,6.4
2693,2693,0.0,0.0,0.0,0.0,Kindergarten Cop,26000000.0,Other,USA,Other,Comedy,PG-13,6.1,Other,115937,Other,en,5.4,201957688,111.0,1990,12,21,0,6.6
2694,2694,0.0,0.0,0.0,0.0,The Yards,24000000.0,Miramax,USA,Other,Crime,R,6.4,Other,17284,Other,en,10.2,0,115.0,2000,10,27,0,6.2
2695,2695,0.0,0.0,0.0,0.0,Made,5000000.0,Other,USA,Other,Comedy,R,6.4,Other,15675,Other,en,4.1,5476060,94.5,2001,8,31,0,6.2
2696,2696,0.0,0.0,0.0,0.0,Solitary Man,15000000.0,Other,USA,Other,Comedy,R,6.4,Other,14184,Other,en,7.5,5024782,90.0,2010,6,25,0,6.4
2697,2697,0.0,0.0,0.0,0.0,Curse of the Golden Flower,45000000.0,Other,Other,Other,Action,R,7.0,Other,38300,Other,zh,10.0,0,107.0,2007,1,12,0,6.7
2698,2698,0.0,0.0,0.0,0.0,Rang De Basanti,2200000.0,Other,Other,Other,Comedy,NOT RATED,8.3,Other,84406,Other,Other,5.2,11502151,157.0,2006,1,26,1,6.5
2699,2699,0.0,0.0,0.0,0.0,Mission: Impossible - Ghost Protocol,145000000.0,Paramount Pictures,USA,Other,Action,PG-13,7.4,Tom Cruise,392702,Other,en,77.8,694713380,132.5,2011,12,21,1,6.3
2700,2700,0.0,0.0,0.0,0.0,Nancy Drew,20000000.0,Warner Bros.,USA,Other,Comedy,PG,5.9,Other,17091,Other,en,5.0,0,99.0,2007,6,15,0,6.4
2701,2701,0.0,0.0,0.0,0.0,Highlander: The Final Dimension,26000000.0,Other,Canada,Other,Action,PG-13,4.3,Other,17417,Other,en,8.0,36800000,99.0,1995,1,27,0,6.2
2702,2702,0.0,0.0,0.0,0.0,For Love of the Game,80000000.0,Universal Pictures,USA,Other,Drama,PG-13,6.6,Other,27587,Other,en,9.6,0,137.0,1999,9,17,0,6.1
2703,2703,0.0,0.0,0.0,0.0,The Canyons,250000.0,Other,USA,Other,Drama,R,3.9,Other,9201,Other,en,7.0,56825,99.0,2013,8,2,0,6.3
2704,2704,0.0,0.0,0.0,0.0,Tadpole,150000.0,Miramax,USA,Other,Comedy,PG-13,6.2,Other,5329,Other,en,8.6,2891288,78.0,2002,8,23,0,6.0
2705,2705,0.0,0.0,0.0,0.0,The Running Man,27000000.0,Other,USA,Other,Action,R,6.6,Other,121048,Stephen King,en,30.1,38122105,101.0,1987,11,13,0,6.6
2706,2706,0.0,0.0,0.0,0.0,That Awkward Moment,8000000.0,Other,USA,Other,Comedy,R,6.2,Other,84617,Other,en,37.8,26049082,94.0,2014,1,31,0,6.2
2707,2707,0.0,0.0,0.0,0.0,The Animal,47000000.0,Other,USA,Other,Comedy,PG-13,4.8,Other,50446,Other,en,13.8,84772742,84.0,2001,6,1,0,6.1
2708,2708,0.0,0.0,0.0,0.0,The Last Temptation of Christ,7000000.0,Universal Pictures,Canada,Martin Scorsese,Drama,R,7.6,Other,42983,Other,en,14.7,8373585,164.0,2004,3,12,0,6.5
2709,2709,0.0,0.0,0.0,0.0,Take Shelter,5000000.0,Other,USA,Other,Drama,R,7.4,Other,76573,Other,en,19.8,3099314,120.5,2011,11,10,0,6.1
2710,2710,0.0,0.0,0.0,0.0,Brokedown Palace,25000000.0,Fox 2000 Pictures,USA,Other,Drama,PG-13,6.4,Other,19627,Other,en,7.3,13000000,100.0,1999,8,13,1,6.5
2711,2711,0.0,0.0,0.0,0.0,Texas Rangers,38000000.0,Other,USA,Other,Action,PG-13,5.2,Other,4941,Other,en,5.6,0,100.0,2001,11,30,0,6.2
2712,2712,0.0,0.0,0.0,0.0,August: Osage County,25000000.0,Other,USA,Other,Drama,R,7.2,Other,73921,Other,en,20.6,74188937,121.0,2014,1,10,0,6.3
2713,2713,0.0,0.0,0.0,0.0,The Next Best Thing,25000000.0,Other,USA,Other,Comedy,PG-13,4.7,Other,9746,Other,en,3.7,24362772,108.0,2000,3,3,0,6.4
2714,2714,0.0,0.0,0.0,0.0,Spider-Man 2,200000000.0,Columbia Pictures Corporation,USA,Other,Action,PG-13,7.3,Other,455788,Other,en,35.1,783766341,127.0,2004,6,30,1,6.4
2715,2715,0.0,0.0,0.0,0.0,Insomnia,46000000.0,Other,USA,Other,Drama,R,7.2,Other,236921,Other,en,41.3,113714830,118.0,2002,5,24,0,6.3
2716,2716,0.0,0.0,0.0,0.0,Kissing Jessica Stein,1000000.0,Other,USA,Other,Comedy,R,6.6,Other,14631,Other,en,4.0,10013424,97.0,2002,4,5,0,6.8
2717,2717,0.0,0.0,0.0,0.0,Serendipity,28000000.0,Miramax,USA,Other,Comedy,PG-13,6.9,Other,92111,Other,en,14.5,77516304,90.0,2001,10,5,0,6.4
2718,2718,0.0,0.0,0.0,0.0,Creed,35000000.0,Metro Goldwyn Mayer,USA,Other,Drama,PG-13,7.6,Other,184742,Other,en,57.8,173567581,133.0,2015,11,25,0,6.5
