,index,Netflix,Hulu,Prime Video,Disney+,title,budget,company,country,director,genre,rating,score,star,votes,writer,original_language,popularity,revenue,runtime,release_year,release_month,release_day,class,score_prediction
0,0,1.0,0.0,0.0,0.0,Inception,160000000.0,Warner Bros.,USA,Other,Action,PG-13,8.8,Other,1643094,Other,en,167.6,825532764,148.0,2010,7,16,0,6.7
1,1,1.0,0.0,0.0,0.0,The Matrix,63000000.0,Warner Bros.,USA,Other,Action,R,8.7,Other,1348727,Other,en,104.3,463517383,136.0,1999,3,31,1,6.6
2,2,1.0,0.0,1.0,0.0,The Pianist,35000000.0,Other,France,Other,Biography,R,8.5,Other,560313,Other,en,50.6,120072577,150.0,2003,3,28,1,7.6
3,3,1.0,0.0,0.0,0.0,Django Unchained,100000000.0,Other,USA,Other,Drama,R,8.4,Other,1080790,Quentin Tarantino,en,82.1,425368238,165.0,2012,12,25,0,7.3
4,4,1.0,0.0,0.0,0.0,Inglourious Basterds,75000000.0,Universal Pictures,USA,Other,Adventure,R,8.3,Other,995116,Quentin Tarantino,en,72.6,319131050,153.0,2009,8,21,1,6.2
5,5,1.0,0.0,0.0,0.0,Pan's Labyrinth,19000000.0,Other,Spain,Other,Drama,R,8.2,Other,514693,Other,Other,90.8,83258226,118.0,2007,1,19,0,6.5
6,6,1.0,0.0,0.0,0.0,Indiana Jones and the Last Crusade,48000000.0,Paramount Pictures,USA,Steven Spielberg,Action,PG-13,8.3,Other,569584,Other,en,81.0,474171806,127.0,1989,5,24,0,6.1
7,7,1.0,0.0,0.0,0.0,Groundhog Day,14600000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG,8.0,Other,485950,Other,en,52.7,70906973,101.0,1993,2,12,0,6.1
8,8,1.0,0.0,0.0,0.0,The King's Speech,15000000.0,Other,UK,Other,Biography,R,8.0,Other,547679,Other,en,54.1,414211549,118.0,2010,12,25,0,5.9
9,9,1.0,0.0,0.0,0.0,Her,23000000.0,Other,USA,Other,Drama,R,8.0,Other,408893,Other,en,53.7,47351251,126.0,2014,1,10,0,6.1
10,10,1.0,0.0,0.0,0.0,There Will Be Blood,25000000.0,Other,USA,Other,Drama,R,8.1,Other,413996,Other,en,37.8,77208711,158.0,2008,1,25,0,6.1
11,11,1.0,0.0,0.0,0.0,The Social Network,40000000.0,Columbia Pictures,USA,Other,Biography,PG-13,7.7,Other,525347,Other,en,69.3,224920315,120.0,2010,10,1,0,6.4
12,12,1.0,0.0,0.0,0.0,Dallas Buyers Club,5000000.0,Other,USA,Other,Biography,R,8.0,Other,365078,Other,en,59.5,55198285,117.0,2013,11,22,0,5.9
13,13,1.0,0.0,0.0,0.0,The Perks of Being a Wallflower,13000000.0,Other,USA,Other,Drama,PG-13,8.0,Other,389900,Other,en,43.4,33400000,102.0,2012,10,12,0,6.2
14,14,1.0,0.0,0.0,0.0,Ex Machina,15000000.0,Other,UK,Other,Drama,R,7.7,Other,360403,Other,en,95.1,36869414,108.0,2015,4,24,0,6.6
15,15,1.0,0.0,0.0,0.0,Silver Linings Playbook,21000000.0,Other,USA,Other,Comedy,R,7.8,Other,580255,Other,en,63.6,205738714,122.0,2012,12,25,0,6.1
16,16,1.0,0.0,0.0,0.0,Moon,5000000.0,Other,UK,Other,Drama,R,7.9,Other,285383,Other,en,46.1,9760104,97.0,2009,7,10,0,6.5
17,17,1.0,0.0,1.0,0.0,Drive,15000000.0,Other,USA,Other,Crime,R,7.8,Other,476626,Other,en,49.3,78054825,100.0,2011,9,16,0,5.9
18,18,1.0,0.0,0.0,0.0,Minority Report,102000000.0,Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,PG-13,7.7,Tom Cruise,433187,Other,en,65.9,358372926,145.0,2002,6,21,0,6.0
19,19,1.0,0.0,0.0,0.0,Mystic River,25000000.0,Warner Bros.,USA,Clint Eastwood,Crime,R,8.0,Other,362888,Brian Helgeland,en,31.2,156822020,138.0,2003,10,15,0,6.1
20,20,1.0,0.0,0.0,0.0,Despicable Me,69000000.0,Universal Pictures,USA,Other,Animation,PG,7.7,Other,428668,Other,en,113.9,543513985,95.0,2010,7,9,0,6.0
21,21,1.0,0.0,0.0,0.0,Sin City,40000000.0,Other,USA,Other,Crime,R,8.0,Other,692725,Other,en,66.0,158733820,124.0,2005,4,1,0,5.9
22,22,1.0,0.0,0.0,0.0,The Theory of Everything,15000000.0,Other,UK,Other,Biography,PG-13,7.7,Other,313498,Other,en,61.2,123726688,123.0,2014,11,26,0,6.0
23,23,1.0,0.0,0.0,0.0,The Pursuit of Happyness,55000000.0,Columbia Pictures Corporation,USA,Other,Biography,PG-13,8.0,Other,371892,Other,en,80.6,307077295,117.0,2006,12,15,0,6.2
24,24,1.0,0.0,0.0,0.0,Scott Pilgrim vs. the World,60000000.0,Universal Pictures,USA,Other,Action,PG-13,7.5,Other,304155,Other,en,38.9,47664559,112.0,2010,8,13,0,6.1
25,25,1.0,0.0,0.0,0.0,Magnolia,37000000.0,Other,USA,Other,Drama,R,8.0,Tom Cruise,254596,Other,en,31.0,48451803,188.0,2000,1,7,0,6.1
26,26,1.0,0.0,0.0,0.0,The Hateful Eight,44000000.0,Other,USA,Other,Crime,R,7.8,Other,364294,Quentin Tarantino,en,68.7,155760117,167.0,2015,12,30,0,6.1
27,27,1.0,0.0,0.0,0.0,The Artist,15000000.0,Other,France,Other,Comedy,PG-13,7.9,Other,203869,Other,en,29.9,133432856,100.0,2012,1,20,0,6.7
28,28,1.0,0.0,0.0,0.0,Back to the Future Part II,40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,PG,7.8,Other,381231,Other,en,43.3,332000000,108.0,1989,11,22,0,6.2
29,29,1.0,0.0,1.0,0.0,What's Eating Gilbert Grape,11000000.0,Paramount Pictures,USA,Other,Drama,PG-13,7.8,Johnny Depp,184488,Other,en,33.3,30000000,118.0,1994,3,4,0,6.4
30,30,1.0,0.0,0.0,0.0,The Curious Case of Benjamin Button,150000000.0,Warner Bros.,USA,Other,Drama,PG-13,7.8,Other,499260,Other,en,60.3,333932083,166.0,2008,12,25,0,6.8
31,31,1.0,0.0,0.0,0.0,Hugo,150000000.0,Paramount Pictures,USA,Martin Scorsese,Adventure,PG,7.5,Other,266328,Other,en,32.3,185770160,126.0,2011,11,23,0,6.3
32,32,1.0,0.0,0.0,0.0,As Good as It Gets,50000000.0,Other,USA,Other,Comedy,PG-13,7.7,Other,238943,Other,en,37.9,314178011,139.0,1997,12,25,0,6.3
33,33,1.0,0.0,0.0,0.0,Back to the Future Part III,40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,PG,7.4,Other,319674,Other,en,45.8,244527583,118.0,1990,5,25,1,6.3
34,34,1.0,0.0,0.0,0.0,Road to Perdition,80000000.0,DreamWorks,USA,Other,Crime,R,7.7,Tom Hanks,215098,Other,en,49.1,181001478,117.0,2002,7,12,0,6.9
35,35,1.0,0.0,0.0,0.0,End of Watch,7000000.0,Other,USA,Other,Action,R,7.7,Other,197620,Other,en,49.5,48126384,109.0,2012,9,21,0,6.3
36,36,1.0,0.0,0.0,0.0,About Time,12000000.0,Other,UK,Other,Comedy,R,7.8,Other,230621,Other,en,74.8,87100449,123.0,2013,11,8,1,6.6
37,37,1.0,0.0,0.0,0.0,Kung Fu Hustle,20000000.0,Other,Other,Other,Action,R,7.8,Other,107714,Other,Other,13.7,100914445,99.0,2005,4,22,1,6.5
38,38,1.0,0.0,0.0,0.0,Mud,10000000.0,Other,USA,Other,Drama,PG-13,7.4,Other,147113,Other,en,17.7,21587700,130.0,2013,5,10,0,6.7
39,39,1.0,0.0,0.0,0.0,The Matrix Reloaded,150000000.0,Warner Bros.,USA,Other,Action,R,7.2,Other,450397,Other,en,70.8,738599701,138.0,2003,5,15,0,6.1
40,40,1.0,0.0,0.0,0.0,The Last Samurai,140000000.0,Warner Bros.,USA,Other,Action,R,7.7,Tom Cruise,342163,Other,en,52.3,456758981,154.0,2003,12,5,0,6.0
41,41,1.0,0.0,0.0,1.0,Saving Mr. Banks,35000000.0,Walt Disney Pictures,USA,Other,Biography,PG-13,7.5,Other,129466,Other,en,32.0,112544580,125.0,2013,12,20,1,6.2
42,42,1.0,0.0,0.0,0.0,Corpse Bride,40000000.0,Warner Bros.,USA,Tim Burton,Animation,PG,7.4,Johnny Depp,207277,Other,en,43.6,117195061,77.0,2005,9,23,0,7.2
43,43,1.0,0.0,0.0,0.0,Jerry Maguire,50000000.0,Other,USA,Other,Comedy,R,7.3,Tom Cruise,205157,Other,en,27.0,273552592,139.0,1996,12,13,0,6.9
44,44,1.0,0.0,0.0,0.0,GoldenEye,60000000.0,Other,UK,Other,Action,PG-13,7.2,Other,210762,Other,en,59.8,352194034,130.0,1995,11,17,0,6.8
45,45,1.0,0.0,0.0,0.0,The Spectacular Now,2500000.0,Other,USA,Other,Comedy,R,7.1,Other,120690,Other,en,25.7,6854611,95.0,2013,9,13,0,6.5
46,46,1.0,0.0,0.0,0.0,Blue Valentine,3500000.0,Other,USA,Other,Drama,R,7.4,Other,155604,Other,en,26.9,16566240,112.0,2011,1,28,0,6.0
47,47,1.0,0.0,0.0,0.0,Green Room,5000000.0,Other,USA,Other,Crime,R,7.0,Other,70032,Other,en,30.0,3220371,95.0,2016,5,13,0,6.1
48,48,1.0,0.0,0.0,0.0,Kung Fu Panda 2,150000000.0,Other,USA,Other,Animation,PG,7.3,Other,204987,Other,en,51.2,665692281,90.5,2011,5,26,0,6.0
49,49,1.0,0.0,0.0,0.0,Cloverfield,25000000.0,Paramount Pictures,USA,Other,Action,PG-13,7.0,Other,322060,Other,en,46.9,170764026,85.0,2008,1,18,0,6.0
50,50,1.0,0.0,0.0,0.0,The Adventures of Tintin,135000000.0,Columbia Pictures,USA,Steven Spielberg,Animation,PG,7.4,Other,190131,Other,en,89.9,371940071,107.0,2011,12,21,0,7.0
51,51,1.0,0.0,0.0,1.0,Bolt,150000000.0,Other,USA,Other,Animation,PG,6.9,Other,160330,Other,en,41.8,309979994,97.0,2008,11,21,0,6.4
52,52,1.0,0.0,0.0,0.0,Chasing Amy,250000.0,Other,USA,Kevin Smith,Comedy,R,7.3,Other,120091,Kevin Smith,en,20.6,12021272,113.0,1997,4,18,0,7.1
53,53,1.0,1.0,0.0,0.0,Hitch,70000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.6,Other,261338,Other,en,34.6,368100420,118.0,2005,2,11,0,6.0
54,54,1.0,0.0,0.0,1.0,The Princess and the Frog,105000000.0,Other,USA,Other,Animation,G,7.1,Other,99134,Other,en,62.5,267045765,97.0,2009,12,11,0,5.9
55,55,1.0,0.0,0.0,0.0,A Single Man,7000000.0,Other,USA,Other,Drama,R,7.6,Other,92910,Other,en,21.6,0,100.0,2010,2,5,0,6.0
56,56,1.0,0.0,0.0,0.0,Blow,53000000.0,Other,USA,Other,Biography,R,7.6,Johnny Depp,212030,Other,en,28.4,83282296,124.0,2001,4,6,0,6.0
57,57,1.0,0.0,1.0,0.0,The Squid and the Whale,1500000.0,Other,USA,Other,Comedy,R,7.4,Other,64478,Other,en,13.8,11098131,81.0,2005,12,16,0,6.0
58,58,1.0,0.0,0.0,0.0,Steve Jobs,30000000.0,Universal Pictures,UK,Other,Biography,R,7.2,Other,123152,Other,en,53.7,34441873,122.0,2015,10,23,0,5.8
59,59,1.0,0.0,0.0,0.0,Tremors,11000000.0,Universal Pictures,USA,Other,Comedy,PG-13,7.1,Other,99084,Other,en,32.6,48572000,96.0,1990,1,19,0,6.2
60,60,1.0,0.0,0.0,0.0,The Croods,135000000.0,Other,USA,Other,Animation,PG,7.2,Nicolas Cage,165712,Other,en,64.2,585178928,98.0,2013,3,22,0,6.2
61,61,1.0,0.0,0.0,0.0,Austin Powers: International Man of Mystery,17000000.0,Other,USA,Other,Adventure,PG-13,7.0,Other,194492,Other,en,36.2,67683989,94.0,1997,5,2,0,6.4
62,62,1.0,0.0,0.0,0.0,Blue Ruin,1066167.0,Other,USA,Other,Crime,R,7.1,Other,51909,Other,en,25.3,258384,90.0,2014,7,9,0,6.1
63,63,1.0,1.0,0.0,0.0,The Patriot,110000000.0,Columbia Pictures Corporation,USA,Other,Action,R,7.2,Other,222577,Other,en,23.7,215294342,165.0,2000,6,28,0,6.4
64,64,1.0,0.0,0.0,0.0,Babel,25000000.0,Paramount Pictures,France,Other,Drama,R,7.5,Other,258435,Other,en,25.8,135330182,143.0,2006,11,10,0,6.0
65,65,1.0,0.0,0.0,1.0,Miracle,28000000.0,Other,Canada,Other,Biography,PG,7.5,Other,39337,Other,en,7.5,64445708,135.0,2004,2,6,0,7.8
66,66,1.0,0.0,0.0,0.0,The Witch,3500000.0,Other,USA,Other,Horror,R,6.8,Other,112818,Other,en,50.3,40423945,92.0,2016,2,19,1,7.5
67,67,1.0,0.0,0.0,0.0,Elizabeth,30000000.0,Other,UK,Other,Biography,R,7.5,Other,80529,Other,en,14.2,82150642,124.0,1999,2,19,0,6.2
68,68,1.0,0.0,0.0,0.0,The Master,32000000.0,Other,USA,Other,Drama,R,7.1,Other,116748,Other,en,25.7,28258060,140.5,2012,9,21,0,7.4
69,69,1.0,0.0,0.0,0.0,A Serious Man,7000000.0,Other,USA,Other,Comedy,R,7.0,Other,110691,Joel Coen,en,23.6,31430334,105.5,2009,11,6,0,6.4
70,70,1.0,0.0,0.0,0.0,Charlie and the Chocolate Factory,150000000.0,Warner Bros.,USA,Tim Burton,Adventure,PG,6.7,Johnny Depp,354386,Other,en,53.9,474968763,115.0,2005,7,15,0,6.4
71,71,1.0,0.0,0.0,0.0,The Mask of Zorro,65000000.0,Other,USA,Other,Action,PG-13,6.7,Other,145979,Other,en,31.1,250288523,136.0,1998,7,17,0,6.1
72,72,1.0,0.0,0.0,0.0,Equilibrium,20000000.0,Other,USA,Other,Action,R,7.5,Other,279121,Other,en,44.6,5359645,107.0,2002,12,6,1,6.2
73,73,1.0,0.0,1.0,0.0,The Rainmaker,40000000.0,Other,USA,Other,Crime,PG-13,7.1,Matt Damon,50260,Other,en,12.2,45916769,135.0,1997,11,21,0,6.2
74,74,1.0,0.0,0.0,0.0,The Crying Game,3705538.0,Other,UK,Other,Crime,R,7.3,Other,44225,Other,en,8.8,62548947,112.0,1993,2,19,1,6.3
75,75,1.0,0.0,0.0,0.0,War Horse,66000000.0,DreamWorks,USA,Steven Spielberg,Drama,PG-13,7.2,Other,126196,Other,en,29.5,177584879,146.0,2011,12,25,0,6.6
76,76,1.0,0.0,0.0,0.0,A Most Violent Year,20000000.0,Other,USA,Other,Crime,R,7.0,Other,53153,Other,en,37.6,12007070,125.0,2015,1,30,0,5.9
77,77,1.0,0.0,0.0,0.0,The Other Guys,100000000.0,Columbia Pictures,USA,Other,Action,PG-13,6.7,Other,205427,Other,en,24.4,170432927,107.0,2010,8,6,0,6.2
78,78,1.0,0.0,0.0,0.0,Insidious,1500000.0,Other,USA,Other,Horror,PG-13,6.8,Other,228369,Other,en,58.6,97009150,103.0,2011,4,1,0,6.3
79,79,1.0,0.0,0.0,0.0,Bad Boys,19000000.0,Other,USA,Michael Bay,Action,R,6.8,Other,188664,Other,en,33.9,141407024,118.5,1995,4,7,1,6.2
80,80,1.0,0.0,0.0,0.0,United 93,15000000.0,Universal Pictures,USA,Other,Drama,R,7.6,Other,88066,Other,en,17.5,76286096,111.0,2006,4,28,0,7.1
81,81,1.0,0.0,1.0,0.0,Patriot Games,45000000.0,Other,USA,Other,Action,R,6.9,Other,86912,Other,en,19.6,178051587,117.0,1992,6,5,0,6.4
82,82,1.0,0.0,0.0,0.0,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,Paramount Pictures,USA,Steven Spielberg,Action,PG-13,6.2,Other,361058,Other,en,75.7,786636033,122.0,2008,5,22,0,6.0
83,83,1.0,0.0,0.0,0.0,Julie & Julia,40000000.0,Columbia Pictures,USA,Other,Biography,PG-13,7.0,Other,86758,Other,en,22.9,129540499,120.5,2009,8,7,0,6.2
84,84,1.0,0.0,0.0,0.0,Salt,110000000.0,Columbia Pictures,USA,Other,Action,PG-13,6.4,Other,261924,Other,en,48.8,293329073,100.0,2010,7,23,0,5.9
85,85,1.0,0.0,0.0,0.0,The Hundred-Foot Journey,22000000.0,Other,USA,Other,Comedy,PG,7.3,Other,61827,Other,en,27.9,88880821,122.0,2014,8,8,0,5.9
86,86,1.0,0.0,0.0,0.0,Underworld,22000000.0,Other,USA,Other,Action,R,7.0,Other,227738,Other,en,81.8,95708457,121.0,2003,9,19,0,6.2
87,87,1.0,0.0,0.0,0.0,Madagascar: Escape 2 Africa,150000000.0,Other,USA,Other,Animation,PG,6.7,Ben Stiller,163836,Other,en,44.1,603900354,89.0,2008,11,7,0,6.0
88,88,1.0,0.0,0.0,0.0,Austin Powers: The Spy Who Shagged Me,33000000.0,New Line Cinema,USA,Other,Action,PG-13,6.6,Other,192216,Other,en,18.3,310940086,95.0,1999,6,11,0,6.0
89,89,1.0,0.0,0.0,0.0,Get Him to the Greek,40000000.0,Universal Pictures,USA,Other,Comedy,R,6.4,Other,154476,Other,en,17.9,90029656,109.0,2010,6,4,0,6.4
90,90,1.0,0.0,0.0,0.0,Slow West,2000000.0,Other,UK,Other,Western,R,6.9,Other,33399,Other,en,14.9,229094,84.0,2015,4,16,0,6.4
91,91,1.0,0.0,0.0,0.0,Ip Man 3,36000000.0,Other,Other,Other,Action,PG-13,7.1,Other,32092,Other,Other,19.2,156844753,105.0,2015,12,24,0,5.8
92,92,1.0,0.0,0.0,0.0,Sinister,3000000.0,Other,USA,Other,Horror,R,6.8,Other,179360,Other,en,41.0,77712439,110.0,2012,10,12,0,6.2
93,93,1.0,0.0,0.0,0.0,My Week with Marilyn,6400000.0,Other,UK,Other,Biography,R,7.0,Other,75779,Other,en,21.0,35057696,99.0,2011,12,23,0,6.8
94,94,1.0,0.0,0.0,0.0,Jarhead,72000000.0,Universal Pictures,USA,Other,Action,R,7.0,Other,153016,Other,en,32.2,96889998,125.0,2005,11,4,0,6.1
95,95,1.0,0.0,0.0,0.0,Yes Man,70000000.0,Warner Bros.,USA,Other,Comedy,PG-13,6.8,Other,291074,Other,en,43.8,225990978,104.0,2008,12,19,1,7.0
96,96,1.0,0.0,0.0,0.0,Ace Ventura: Pet Detective,12000000.0,Other,USA,Other,Comedy,PG-13,6.9,Other,234612,Other,en,41.2,107217396,86.0,1994,2,4,0,6.7
97,97,1.0,0.0,0.0,0.0,Olympus Has Fallen,70000000.0,Other,USA,Other,Action,R,6.5,Other,221860,Other,en,59.4,161025640,119.5,2013,3,22,0,6.2
98,98,1.0,0.0,0.0,0.0,La Bamba,6500000.0,Columbia Pictures Corporation,USA,Other,Biography,PG-13,6.8,Other,22955,Other,en,6.8,54215416,108.0,1987,7,24,1,7.4
99,99,1.0,0.0,0.0,0.0,Public Enemies,100000000.0,Universal Pictures,USA,Other,Biography,R,7.0,Other,245660,Other,en,33.7,214104620,140.0,2009,7,1,0,6.2
100,100,1.0,0.0,0.0,0.0,The Polar Express,165000000.0,Other,USA,Robert Zemeckis,Animation,G,6.6,Tom Hanks,135644,Other,en,47.3,305875730,100.0,2004,11,10,0,6.3
101,101,1.0,0.0,0.0,0.0,Under the Skin,13300000.0,Other,UK,Other,Drama,R,6.3,Other,99598,Other,en,29.8,5380251,108.0,2014,3,14,0,6.2
102,102,1.0,0.0,0.0,0.0,Zack and Miri Make a Porno,24000000.0,Other,USA,Kevin Smith,Comedy,R,6.6,Other,157576,Kevin Smith,en,27.3,42105111,101.5,2008,10,31,1,6.9
103,103,1.0,0.0,1.0,0.0,The Score,68000000.0,Paramount Pictures,USA,Other,Crime,R,6.8,Robert De Niro,107426,Other,en,22.6,71069884,124.0,2001,7,13,0,6.7
104,104,1.0,0.0,0.0,0.0,9,30000000.0,Other,USA,Other,Animation,PG-13,7.1,Other,118530,Other,en,55.8,48428063,79.0,2009,9,9,0,6.5
105,105,1.0,0.0,0.0,0.0,Legend,30000000.0,Other,UK,Other,Biography,R,7.0,Other,116738,Brian Helgeland,en,32.9,42972994,131.5,2015,11,20,0,6.9
106,106,1.0,0.0,0.0,0.0,Terminator 3: Rise of the Machines,200000000.0,Other,USA,Other,Action,R,6.3,Other,328207,Other,en,69.4,435000000,109.0,2003,7,2,0,6.5
107,107,1.0,0.0,0.0,0.0,Hancock,150000000.0,Columbia Pictures,USA,Other,Action,PG-13,6.4,Other,378016,Other,en,56.8,624029371,92.0,2008,7,2,0,6.4
108,108,1.0,0.0,0.0,0.0,"Hail, Caesar!",22000000.0,Other,UK,Other,Comedy,PG-13,6.3,Other,95670,Joel Coen,en,39.0,63647656,106.0,2016,2,5,0,7.1
109,109,1.0,0.0,1.0,0.0,Child's Play,9000000.0,Other,USA,Other,Horror,R,6.6,Other,68263,Other,en,27.6,44196684,87.0,1988,11,9,0,6.5
110,110,1.0,0.0,0.0,0.0,The Spiderwick Chronicles,90000000.0,Paramount Pictures,USA,Other,Adventure,PG,6.6,Other,74942,Other,en,21.4,162839667,95.5,2008,2,14,0,6.4
111,111,1.0,0.0,0.0,0.0,Turbo,135000000.0,Other,USA,Other,Animation,PG,6.5,Other,68722,Other,en,44.8,282570682,96.0,2013,7,17,0,6.1
112,112,1.0,0.0,0.0,0.0,My Girl,17000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.8,Other,60819,Other,en,20.9,0,102.0,1991,11,27,0,6.4
113,113,1.0,0.0,0.0,0.0,Bad Boys II,130000000.0,Columbia Pictures Corporation,USA,Michael Bay,Action,R,6.6,Other,192048,Other,en,38.1,273339556,147.0,2003,7,18,0,6.1
114,114,1.0,1.0,1.0,0.0,The Interview,44000000.0,Columbia Pictures,USA,Other,Comedy,R,6.6,Other,269374,Other,en,74.2,12342632,112.0,2014,12,24,0,6.2
115,115,1.0,0.0,0.0,0.0,Outbreak,50000000.0,Warner Bros.,USA,Other,Action,R,6.6,Other,96062,Other,en,30.4,189859560,127.0,1995,3,10,0,6.4
116,116,1.0,0.0,1.0,0.0,Black Snake Moan,15000000.0,Other,USA,Other,Drama,R,7.0,Other,55791,Other,en,11.4,10903846,116.0,2007,3,2,0,6.4
117,117,1.0,0.0,0.0,0.0,Final Destination,23000000.0,New Line Cinema,USA,Other,Horror,R,6.7,Other,195559,Other,en,38.8,53302314,98.0,2000,3,17,0,6.1
118,118,1.0,0.0,0.0,0.0,Kill the Messenger,5000000.0,Other,USA,Other,Biography,R,7.0,Other,36962,Other,en,21.3,2450846,112.0,2015,4,10,0,6.4
119,119,1.0,0.0,0.0,0.0,21,35000000.0,Columbia Pictures,USA,Other,Crime,PG-13,6.8,Other,203080,Other,en,45.1,69823199,123.0,2008,3,28,0,6.1
120,120,1.0,0.0,0.0,0.0,Tomorrow Never Dies,110000000.0,Other,UK,Other,Action,PG-13,6.5,Other,158674,Other,en,42.9,333011068,119.0,1997,12,19,0,6.1
121,121,1.0,0.0,0.0,0.0,Instructions Not Included,5000000.0,Other,Other,Other,Comedy,PG-13,7.6,Other,24617,Other,Other,9.6,99067206,115.0,2013,9,6,0,6.3
122,122,1.0,0.0,0.0,0.0,Click,70000000.0,Columbia Pictures Corporation,USA,Other,Comedy,PG-13,6.4,Adam Sandler,265938,Other,en,41.2,237681299,107.0,2006,6,23,0,6.1
123,123,1.0,0.0,0.0,0.0,How the Grinch Stole Christmas,123000000.0,Universal Pictures,USA,Ron Howard,Comedy,PG,6.0,Other,156939,Other,en,45.4,345141403,104.0,2000,11,17,0,6.8
124,124,1.0,0.0,0.0,0.0,Bloodsport,1100000.0,Other,USA,Other,Action,R,6.8,Other,63731,Other,en,17.5,11806119,92.0,1988,4,29,0,6.1
125,125,1.0,0.0,1.0,0.0,She's Out of My League,20000000.0,DreamWorks,USA,Other,Comedy,R,6.4,Other,107989,Other,en,16.2,49779728,102.0,2010,3,12,0,5.9
126,126,1.0,0.0,0.0,0.0,Killing Them Softly,15000000.0,Other,USA,Other,Crime,R,6.2,Other,118548,Other,en,24.6,37930465,97.0,2012,11,30,0,6.6
127,127,1.0,0.0,0.0,0.0,Terminator Salvation,200000000.0,Other,USA,Other,Action,PG-13,6.6,Other,304305,Other,en,71.9,371353001,115.0,2009,5,21,1,6.9
128,128,1.0,0.0,0.0,0.0,The World Is Not Enough,135000000.0,Other,UK,Other,Action,PG-13,6.4,Other,166295,Other,en,39.6,361832400,128.0,1999,11,19,1,6.8
129,129,1.0,0.0,0.0,0.0,Underworld: Evolution,50000000.0,Other,USA,Other,Action,R,6.7,Other,171273,Other,en,49.0,111340801,106.0,2006,1,20,0,7.1
130,130,1.0,0.0,0.0,0.0,Austin Powers in Goldmember,63000000.0,New Line Cinema,USA,Other,Action,PG-13,6.2,Other,173132,Other,en,40.1,296655431,94.0,2002,7,26,0,7.4
131,131,1.0,0.0,0.0,0.0,Event Horizon,60000000.0,Other,UK,Other,Horror,R,6.7,Other,131382,Other,en,29.8,26673242,96.0,1997,8,15,1,7.3
132,132,1.0,0.0,1.0,0.0,Young Adult,12000000.0,Paramount Pictures,USA,Other,Comedy,R,6.3,Other,68484,Other,en,16.2,22939027,94.0,2011,12,16,1,6.6
133,133,1.0,0.0,0.0,0.0,While We're Young,10000000.0,Other,USA,Other,Comedy,R,6.3,Ben Stiller,35820,Other,en,19.3,7587485,97.0,2015,4,17,0,5.9
134,134,1.0,0.0,0.0,0.0,Die Another Day,142000000.0,Other,UK,Other,Action,PG-13,6.1,Other,180434,Other,en,54.2,431971116,133.0,2002,11,22,1,6.8
135,135,1.0,0.0,0.0,0.0,The Grandmaster,38600000.0,Other,Other,Other,Action,PG-13,6.5,Other,26762,Other,zh,19.9,64076736,130.0,2013,8,30,0,6.2
136,136,1.0,0.0,0.0,0.0,Cadillac Records,12000000.0,Other,USA,Other,Biography,R,7.0,Other,16763,Other,en,13.4,0,109.0,2008,12,5,1,6.2
137,137,1.0,0.0,0.0,0.0,The Runaways,10000000.0,Other,USA,Other,Biography,R,6.6,Other,41840,Other,en,17.6,2995811,106.0,2010,3,19,0,6.2
138,138,1.0,0.0,0.0,0.0,2012,200000000.0,Columbia Pictures,USA,Other,Action,PG-13,5.8,Other,308669,Other,en,45.3,769653595,158.0,2009,11,13,1,6.8
139,139,1.0,0.0,0.0,0.0,What Lies Beneath,100000000.0,DreamWorks,USA,Robert Zemeckis,Drama,PG-13,6.6,Other,103820,Other,en,15.8,155464351,130.0,2000,7,21,0,6.0
140,140,1.0,0.0,1.0,0.0,One Day,15000000.0,Other,USA,Other,Drama,PG-13,7.0,Other,117424,Other,en,16.6,59389433,107.0,2011,8,19,0,6.1
141,141,1.0,0.0,0.0,0.0,Final Destination 2,26000000.0,New Line Cinema,USA,Other,Horror,R,6.2,Other,130188,Other,en,37.4,90426405,90.0,2003,1,31,1,6.9
142,142,1.0,0.0,0.0,1.0,White Fang,14000000.0,Walt Disney Pictures,USA,Other,Adventure,PG,6.7,Other,16837,Other,en,13.1,34793160,107.0,1991,1,18,1,6.4
143,143,1.0,0.0,0.0,0.0,Underworld: Rise of the Lycans,35000000.0,Other,USA,Other,Action,R,6.6,Other,133970,Other,en,51.9,91353501,92.0,2009,1,23,0,6.3
144,144,1.0,0.0,0.0,0.0,Gridiron Gang,30000000.0,Other,USA,Other,Crime,PG-13,6.9,Other,35977,Other,en,9.3,41480851,125.0,2006,9,15,0,6.1
145,1845,0.0,0.0,0.0,0.0,Brother,10000000.0,Other,USA,Other,Crime,R,7.2,Other,19707,Other,Other,5.3,15250000,114.0,2001,9,28,0,6.6
146,145,1.0,0.0,0.0,0.0,Bee Movie,150000000.0,Other,USA,Other,Animation,PG,6.1,Other,116580,Other,en,29.3,287594577,91.0,2007,11,2,0,6.2
