budget_ds-movies,company,country,director,genre,gross,rating,score,star,votes,writer,year,keywords,original_language,overview,popularity,revenue,status,title,vote_average,vote_count,Ave_runtime,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres
16000000.0,Thorn EMI Screen Entertainment,UK,Russell Mulcahy,Action,5900000.0,R,7.2,Christopher Lambert,104860,Gregory Widen,1986,"[{""id"": 242, ""name"": ""new york""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 3963, ""name"": ""cut-off head""}, {""id"": 4978, ""name"": ""immortality""}]",en,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,29.253833,5900000,Released,Highlander,6.8,624,116.0,18+,7.1,69%,0,0,1,0,0,"Action,Adventure,Fantasy"
25000000.0,Paramount Pictures,USA,Michael Ritchie,Action,79817937.0,PG-13,5.9,Eddie Murphy,42997,Dennis Feldman,1986,"[{""id"": 345, ""name"": ""monk""}, {""id"": 2438, ""name"": ""social worker""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 4558, ""name"": ""tibet""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 161279, ""name"": ""mysticism""}, {""id"": 217083, ""name"": ""reluctant hero""}]",en,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",15.262129999999999,79817939,Released,The Golden Child,5.6,304,94.0,13+,6.0,26%,0,0,1,0,0,"Action,Adventure,Comedy,Fantasy,Mystery"
16000000.0,Act III Communications,USA,Rob Reiner,Adventure,30857814.0,PG,8.1,Cary Elwes,320953,William Goldman,1987,"[{""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 160350, ""name"": ""evil prince""}, {""id"": 160358, ""name"": ""reference to socrates""}, {""id"": 160359, ""name"": ""reference to plato""}, {""id"": 160362, ""name"": ""screwball""}, {""id"": 160364, ""name"": ""impersonation""}]",en,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",44.533612,30857814,Released,The Princess Bride,7.6,1486,98.0,7+,8.1,97%,0,0,0,1,0,"Adventure,Family,Fantasy,Romance"
1000000.0,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027.0,R,7.0,Andrew Robinson,83209,Clive Barker,1987,"[{""id"": 1449, ""name"": ""underworld""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 8377, ""name"": ""pinhead""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 17996, ""name"": ""puzzle box""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 161208, ""name"": ""cenobites""}, {""id"": 191564, ""name"": ""body horror""}]",en,"Larry and his wife, Julia move into an old house and discover a hideous creature - the man's half-brother, who is also the woman's former lover - hiding upstairs. Having lost his earthly body to a trio of S&amp;M demons, the Cenobites, Frank, is brought back into existence by a drop of blood on the floor. He soon forces his former mistress to bring him his necessary human sacrifices to complete his body... but the Cenobites won't be happy about this.",22.583834,14564027,Released,Hellraiser,6.9,449,94.0,18+,7.0,70%,0,0,1,0,0,"Horror,Thriller"
6500000.0,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416.0,PG-13,6.8,Lou Diamond Phillips,22839,Luis Valdez,1987,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 34079, ""name"": ""death""}, {""id"": 164245, ""name"": ""dying young""}, {""id"": 164246, ""name"": ""nostalgic""}, {""id"": 164253, ""name"": ""mexican american""}, {""id"": 164255, ""name"": ""rising star""}, {""id"": 164263, ""name"": ""marital rape""}]",en,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash.,6.847099000000001,54215416,Released,La Bamba,6.8,116,108.0,13+,6.9,90%,1,0,0,0,0,"Biography,Drama,Music"
3500000.0,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000.0,R,6.0,George Kennedy,17500,Stephen King,1987,"[{""id"": 1889, ""name"": ""lake""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10154, ""name"": ""blob""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11546, ""name"": ""hitchhiker""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 163173, ""name"": ""hit and run""}, {""id"": 214544, ""name"": ""horror anthology""}]",en,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",10.729884,14000000,Released,Creepshow 2,5.9,129,92.0,18+,6.1,32%,0,0,1,0,0,"Fantasy,Horror"
3000000.0,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703.0,PG,3.2,Jason Bateman,8905,Jeph Loeb,1987,"[{""id"": 12564, ""name"": ""werewolf""}, {""id"": 13130, ""name"": ""teenager""}]",en,"Although awkward college student Todd Howard is particularly adept at science, he's paying for school with an athletic scholarship that he will lose should he not fare well in an upcoming boxing tournament. Luckily for Todd, he has inherited the same family curse that once turned his cousin into a werewolf. As he transforms into the hairy, fanged, howling monster, he finds both his physical agility and his popularity skyrocketing -- but at what cost?",4.103764,0,Released,Teen Wolf Too,3.8,46,95.0,7+,3.4,7%,0,0,1,0,0,"Comedy,Fantasy"
100000.0,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617.0,R,7.0,Robert Townsend,3009,Robert Townsend,1987,"[{""id"": 577, ""name"": ""black people""}, {""id"": 6325, ""name"": ""ethnic stereotype""}]",en,"Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother.",2.353483,0,Released,Hollywood Shuffle,5.7,19,78.0,18+,7.0,88%,0,0,1,0,0,Comedy
15000000.0,Great American Films Limited Partnership,USA,Michael Hoffman,Drama,316199.0,R,5.7,Jason Gedrick,1052,Michael Hoffman,1987,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 17947, ""name"": ""farmland""}, {""id"": 194531, ""name"": ""natural gas""}, {""id"": 206044, ""name"": ""fracking""}]",en,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",13.568302,8138788,Released,Promised Land,6.0,243,104.0,18+,6.6,52%,1,0,0,0,0,Drama
15000000.0,Focus Features,USA,Gus Van Sant,Drama,7597898.0,R,6.6,Matt Damon,32248,John Krasinski,2012,"[{""id"": 1415, ""name"": ""small town""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 17947, ""name"": ""farmland""}, {""id"": 194531, ""name"": ""natural gas""}, {""id"": 206044, ""name"": ""fracking""}]",en,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",13.568302,8138788,Released,Promised Land,6.0,243,103.0,18+,6.6,52%,1,0,0,0,0,Drama
9000000.0,United Artists,USA,Tom Holland,Horror,33244684.0,R,6.6,Catherine Hicks,67682,Don Mancini,1988,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 201120, ""name"": ""ginger""}]",en,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.",27.600842999999998,44196684,Released,Child's Play,6.3,581,87.0,18+,6.6,71%,1,0,1,0,0,"Horror,Sci-Fi"
8000000.0,Akira Committee Company Ltd.,Japan,Katsuhiro tomo,Animation,553171.0,R,8.1,Nozomu Sasaki,118747,Katsuhiro tomo,1988,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 464, ""name"": ""total destruction""}, {""id"": 467, ""name"": ""megacity""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 1402, ""name"": ""general""}, {""id"": 1485, ""name"": ""stadium""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 210024, ""name"": ""anime""}, {""id"": 234290, ""name"": ""motorcycle gangs""}]",ja,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",39.338097,553171,Released,Akira,7.8,773,124.0,18+,8.0,90%,0,1,0,0,0,"Animation,Drama,Sci-Fi,Thriller"
1100000.0,Cannon International,USA,Newt Arnold,Action,11806119.0,R,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9362, ""name"": ""sensei""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 12354, ""name"": ""hong kong""}]",en,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",17.49699,11806119,Released,Bloodsport,6.6,363,92.0,18+,6.8,40%,1,0,0,0,0,"Action,Biography,Drama,Sport"
6500000.0,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844.0,R,5.8,Laurence Fishburne,5042,Spike Lee,1988,"[{""id"": 4344, ""name"": ""musical""}]",en,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,3.159574,0,Released,School Daze,6.2,26,121.0,18+,6.0,58%,1,0,0,0,0,"Comedy,Drama,Musical"
1600000.0,Cinetel Films,USA,Michael Schroeder,Comedy,419428.0,R,5.4,Cameron Dye,593,J. Greg De Felice,1988,[],en,"A couple and their daughter moves to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",3.215465,0,Released,Out of the Dark,4.6,55,90.5,18+,4.8,24%,0,1,1,0,0,"Horror,Thriller"
11500000.0,Paramount Pictures,USA,Mary Lambert,Horror,57469179.0,R,6.6,Dale Midkiff,70178,Stephen King,1989,"[{""id"": 1909, ""name"": ""coffin""}, {""id"": 2551, ""name"": ""pet""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 6350, ""name"": ""head injury""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 18127, ""name"": ""new neighbor""}, {""id"": 157488, ""name"": ""pet cemetery""}, {""id"": 157490, ""name"": ""dead cat""}, {""id"": 157492, ""name"": ""death of patient""}, {""id"": 157495, ""name"": ""loss of pet""}, {""id"": 157496, ""name"": ""dead lover""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 162181, ""name"": ""hit by truck""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 171247, ""name"": ""grave robbing""}, {""id"": 173099, ""name"": ""indian burial ground""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 192865, ""name"": ""burial ground""}]",en,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",20.747994,57469467,Released,Pet Sematary,6.4,407,103.0,18+,5.7,58%,0,1,1,0,0,"Horror,Mystery,Thriller"
48000000.0,Paramount Pictures,USA,Steven Spielberg,Action,197171806.0,PG-13,8.3,Harrison Ford,566432,Jeffrey Boam,1989,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 110, ""name"": ""venice""}, {""id"": 113, ""name"": ""holy grail""}, {""id"": 295, ""name"": ""library""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 2847, ""name"": ""entrapment""}, {""id"": 2901, ""name"": ""crusader""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14656, ""name"": ""order of the templars""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",80.972475,474171806,Released,Indiana Jones and the Last Crusade,7.6,3152,127.0,13+,8.2,88%,1,0,0,0,0,"Action,Adventure"
40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,118500000.0,PG,7.8,Michael J. Fox,377402,Robert Zemeckis,1989,"[{""id"": 390, ""name"": ""skateboarding""}, {""id"": 391, ""name"": ""flying car""}, {""id"": 830, ""name"": ""car race""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 952, ""name"": ""lightning""}, {""id"": 956, ""name"": ""almanac""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33888, ""name"": ""electric guitar""}, {""id"": 172251, ""name"": ""walking cane""}, {""id"": 196664, ""name"": ""high school dance""}, {""id"": 226370, ""name"": ""hoverboard""}, {""id"": 226371, ""name"": ""video phone""}]",en,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",43.345252,332000000,Released,Back to the Future Part II,7.4,3829,108.0,7+,7.8,65%,1,0,0,0,0,"Adventure,Comedy,Sci-Fi"
27800000.0,Paramount Pictures,USA,William Shatner,Action,52210049.0,PG,5.4,William Shatner,47303,Gene Roddenberry,1989,"[{""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 748, ""name"": ""sha-ka-ree""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 5362, ""name"": ""liberation of hostage""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 161176, ""name"": ""space opera""}]",en,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,19.578249,70200000,Released,Star Trek V: The Final Frontier,5.6,376,107.0,7+,5.5,22%,0,1,1,0,0,"Action,Adventure,Fantasy,Sci-Fi,Thriller"
70000000.0,21st Century Film Corporation,USA,Dwight H. Little,Drama,3953745.0,R,5.5,Robert Englund,3032,Gaston Leroux,1989,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 156525, ""name"": ""heroine""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 164899, ""name"": ""disfigurement mask""}, {""id"": 164917, ""name"": ""breaking mirror""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 210184, ""name"": ""1910s""}]",en,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",18.927463,154648887,Released,The Phantom of the Opera,7.0,438,118.0,13+,7.6,91%,0,0,1,0,0,"Drama,Musical,Romance,Thriller"
70000000.0,Warner Bros.,UK,Joel Schumacher,Drama,51268815.0,PG-13,7.3,Gerard Butler,102339,Gaston Leroux,2004,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10045, ""name"": ""tragic villain""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 156525, ""name"": ""heroine""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 164899, ""name"": ""disfigurement mask""}, {""id"": 164917, ""name"": ""breaking mirror""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 210184, ""name"": ""1910s""}]",en,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",18.927463,154648887,Released,The Phantom of the Opera,7.0,438,143.0,13+,7.6,91%,0,0,1,0,0,"Drama,Musical,Romance,Thriller"
11000000.0,Universal Pictures,USA,Ron Underwood,Comedy,16667084.0,PG-13,7.1,Kevin Bacon,98220,S.S. Wilson,1990,"[{""id"": 1197, ""name"": ""nevada""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2025, ""name"": ""tractor""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 10471, ""name"": ""cult favorite""}, {""id"": 14991, ""name"": ""tentacle""}, {""id"": 18255, ""name"": ""rural""}, {""id"": 158064, ""name"": ""graboids""}, {""id"": 158070, ""name"": ""seismologist""}, {""id"": 158071, ""name"": ""binoculars""}, {""id"": 158072, ""name"": ""man eaten by monster""}, {""id"": 158144, ""name"": ""giant worm""}]",en,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",32.579696999999996,48572000,Released,Tremors,6.6,864,96.0,13+,7.1,88%,1,0,0,0,0,"Comedy,Horror"
47000000.0,Touchstone Pictures,USA,Warren Beatty,Action,103738726.0,PG,6.1,Warren Beatty,50318,Chester Gould,1990,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 3149, ""name"": ""gangster boss""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 33699, ""name"": ""policeman""}]",en,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",7.859226,103738726,Released,Dick Tracy,5.9,251,104.0,7+,6.1,62%,0,0,1,0,0,"Action,Comedy,Crime,Music,Romance,Thriller"
40000000.0,Universal Pictures,USA,Robert Zemeckis,Adventure,87727583.0,PG,7.4,Michael J. Fox,316774,Robert Zemeckis,1990,"[{""id"": 386, ""name"": ""railroad robber""}, {""id"": 387, ""name"": ""california""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 957, ""name"": ""indian territory""}, {""id"": 999, ""name"": ""sports car""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1544, ""name"": ""locomotive""}, {""id"": 1582, ""name"": ""saloon""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9503, ""name"": ""outlaw""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10125, ""name"": ""mad scientist""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10511, ""name"": ""western""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13008, ""name"": ""train""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 156234, ""name"": ""cavalry""}]",en,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",45.769562,244527583,Released,Back to the Future Part III,7.1,2900,118.0,7+,7.4,80%,1,0,0,0,0,"Adventure,Comedy,Sci-Fi,Western"
4200000.0,21st Century Film Corporation,USA,Tom Savini,Horror,5835247.0,R,6.9,Tony Todd,33142,John A. Russo,1990,"[{""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2602, ""name"": ""cellar""}, {""id"": 6095, ""name"": ""house""}, {""id"": 7246, ""name"": ""barricade""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 155561, ""name"": ""bitten""}]",en,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.",25.666029,30000000,Released,Night of the Living Dead,7.5,580,94.0,18+,7.9,97%,0,0,1,0,0,Horror
17000000.0,Columbia Pictures Corporation,USA,Howard Zieff,Comedy,59847242.0,PG-13,6.8,Anna Chlumsky,60391,Laurice Elehwany,1991,"[{""id"": 10226, ""name"": ""neighbor""}, {""id"": 158259, ""name"": ""child killed by animal""}, {""id"": 170116, ""name"": ""writing class""}, {""id"": 170118, ""name"": ""makeup artist""}, {""id"": 170122, ""name"": ""bee sting""}, {""id"": 170124, ""name"": ""camper""}, {""id"": 170125, ""name"": ""cosmetologist""}, {""id"": 170130, ""name"": ""tree climbing""}, {""id"": 170135, ""name"": ""death in childbirth""}, {""id"": 170141, ""name"": ""tuba""}, {""id"": 170142, ""name"": ""motor home""}, {""id"": 170143, ""name"": ""bee attack""}]",en,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",20.935169000000002,0,Released,My Girl,7.0,428,102.0,7+,6.9,53%,1,0,0,0,0,"Comedy,Drama,Family,Romance"
30000000.0,Paramount Pictures,USA,Nicholas Meyer,Action,74888996.0,PG,7.2,William Shatner,59567,Gene Roddenberry,1991,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 559, ""name"": ""peace conference""}, {""id"": 665, ""name"": ""uss enterprise-a""}, {""id"": 750, ""name"": ""rura penthe""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 4732, ""name"": ""peace contract""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 155211, ""name"": ""klingon""}, {""id"": 161176, ""name"": ""space opera""}]",en,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",16.188572,96900000,Released,Star Trek VI: The Undiscovered Country,6.7,413,113.0,7+,7.2,82%,0,1,1,0,0,"Action,Adventure,Sci-Fi,Thriller"
38000000.0,Bill Graham Films,USA,Oliver Stone,Biography,35183792.0,R,7.2,Val Kilmer,72491,Randall Jahnson,1991,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 496, ""name"": ""poetry""}, {""id"": 572, ""name"": ""sex""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4436, ""name"": ""addicted""}, {""id"": 4523, ""name"": ""joint""}, {""id"": 4572, ""name"": ""organ""}, {""id"": 5498, ""name"": ""lsd""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 8903, ""name"": ""the doors""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 41591, ""name"": ""music band""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 226981, ""name"": ""blood ritual""}]",en,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.",10.794175,34416893,Released,The Doors,6.7,275,140.0,18+,7.2,57%,0,0,1,0,0,"Biography,Drama,Music"
20000000.0,Interscope Communications,USA,Peter Hewitt,Adventure,38037513.0,PG,6.2,Keanu Reeves,52853,Chris Matheson,1991,"[{""id"": 2964, ""name"": ""future""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4116, ""name"": ""heaven""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 5684, ""name"": ""diabolical ego""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 10875, ""name"": ""metal""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 161891, ""name"": ""doppelganger""}, {""id"": 163186, ""name"": ""seance""}]",en,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",11.349664,0,Released,Bill & Ted's Bogus Journey,5.9,308,95.5,7+,6.3,54%,0,0,1,0,0,"Adventure,Comedy,Fantasy,Music,Sci-Fi"
