budget_ds-movies,company,country,director,genre,gross,rating,score,star,votes,writer,original_language,popularity,revenue,title,Ave_runtime,release_year,release_month,recomendation,Netflix,Hulu,Prime Video,Disney+
48000000.0,Twentieth Century Fox Film Corporation,USA,Other,Comedy,37879996.0,PG-13,6.0,Other,86634,Other,en,19.348007,90383208,Bedazzled,93.0,2000,10,1.0,0.0,0.0,0.0,0.0
55000000.0,Universal Pictures,USA,Other,Comedy,166244045.0,PG-13,7.0,Ben Stiller,276930,Other,en,29.972240000000003,330444045,Meet the Parents,108.0,2000,10,2.0,0.0,0.0,0.0,0.0
40000000.0,Other,USA,Other,Horror,89138076.0,R,5.5,Other,105972,Other,en,24.992057,161834276,Scream 3,116.0,2000,2,1.0,0.0,0.0,0.0,0.0
31000000.0,New Line Cinema,USA,Other,Crime,45010278.0,PG-13,7.4,Other,88290,Other,en,19.258041,68106245,Frequency,118.0,2000,4,2.0,0.0,0.0,0.0,0.0
45000000.0,Other,UK,Other,Animation,106834564.0,G,7.0,Other,151546,Other,en,31.789029,224834564,Chicken Run,84.0,2000,6,2.0,0.0,1.0,0.0,0.0
32000000.0,Fox 2000 Pictures,USA,Other,Biography,48818921.0,R,7.2,Other,95475,Other,en,24.147269,48814909,Men of Honor,129.0,2000,11,2.0,0.0,0.0,0.0,0.0
140000000.0,Warner Bros.,USA,Other,Action,182618434.0,PG-13,6.4,George Clooney,140036,Other,en,25.752118,325756637,The Perfect Storm,130.0,2000,6,1.0,0.0,0.0,0.0,0.0
46000000.0,Paramount Pictures,Germany,Other,Action,70334258.0,R,5.9,Other,61819,Other,en,19.643365,107196498,Shaft,99.0,2000,6,1.0,0.0,0.0,0.0,0.0
41300000.0,Other,USA,Other,Comedy,57262492.0,R,6.7,Bruce Willis,95888,Other,en,23.441135,106371651,The Whole Nine Yards,98.0,2000,2,1.0,0.0,0.0,0.0,0.0
80000000.0,New Line Cinema,USA,Other,Drama,34592089.0,PG-13,7.3,Other,47908,Other,en,18.261210000000002,34566746,Thirteen Days,145.0,2001,1,2.0,0.0,0.0,0.0,0.0
40000000.0,Warner Bros.,USA,Other,Drama,33519628.0,PG-13,7.2,Other,101986,Other,en,24.313684,55707411,Pay It Forward,122.5,2000,10,2.0,0.0,0.0,0.0,0.0
13500000.0,Other,UK,Other,Biography,7060876.0,R,7.3,Other,46843,Other,en,7.261196000000001,7060876,Quills,124.0,2000,12,2.0,0.0,0.0,0.0,0.0
7000000.0,New Line Cinema,USA,Other,Crime,16938179.0,R,7.0,Other,44031,Other,en,11.233081,28780255,Boiler Room,119.0,2000,2,2.0,0.0,0.0,0.0,0.0
83000000.0,Universal Pictures,USA,Other,Comedy,35268275.0,PG,3.6,Other,16976,Other,en,6.248309,59468275,The Flintstones in Viva Rock Vegas,90.0,2000,4,0.0,0.0,0.0,0.0,0.0
84000000.0,Universal Pictures,USA,Other,Comedy,123309890.0,PG-13,4.3,Other,42167,Other,en,17.783361,123307945,Nutty Professor II: The Klumps,106.0,2000,7,0.0,0.0,0.0,0.0,0.0
29000000.0,Columbia Pictures Corporation,USA,Other,Drama,17174870.0,PG-13,6.7,Other,16665,Other,en,6.961736,17200925,Center Stage,115.0,2000,5,1.0,1.0,0.0,0.0,0.0
11000000.0,New Line Cinema,USA,Other,Comedy,57328603.0,R,6.1,Other,30329,Other,en,9.337388,59827328,Next Friday,98.0,2000,1,1.0,0.0,0.0,0.0,0.0
10000000.0,Other,USA,Other,Drama,12008642.0,R,6.7,Other,56321,Other,en,27.247013,58978653,The Gift,110.0,2001,1,1.0,0.0,0.0,0.0,0.0
5000000.0,Other,USA,Other,Drama,43771291.0,R,7.1,Other,104603,Other,en,27.247013,58978653,The Gift,108.0,2015,8,2.0,0.0,0.0,0.0,0.0
60000000.0,Universal Pictures,USA,Other,Comedy,75793305.0,PG-13,6.7,Nicolas Cage,91133,Other,en,19.705489,0,The Family Man,125.0,2000,12,1.0,0.0,0.0,0.0,0.0
80000000.0,Twentieth Century Fox Film Corporation,USA,Other,Drama,30695227.0,PG-13,6.7,Other,48294,Other,en,16.848899,39459427,The Legend of Bagger Vance,126.0,2000,11,1.0,0.0,0.0,0.0,0.0
29000000.0,Other,USA,Other,Comedy,37047880.0,PG-13,6.4,Ben Stiller,46372,Other,en,8.085872,37036004,Keeping the Faith,127.5,2000,4,1.0,0.0,0.0,0.0,0.0
55000000.0,Touchstone Pictures,USA,Other,Action,56937502.0,PG-13,6.6,Other,104285,Other,en,25.400935,56932305,Shanghai Noon,110.0,2000,5,1.0,0.0,0.0,0.0,0.0
57000000.0,Columbia Pictures Corporation,USA,Other,Drama,15527125.0,PG-13,5.8,Matt Damon,11911,Other,en,7.5246710000000006,0,All the Pretty Horses,116.5,2000,12,1.0,0.0,0.0,0.0,0.0
30000000.0,Twentieth Century Fox Film Corporation,USA,Other,Action,117559438.0,PG-13,5.1,Other,71669,Other,en,24.389194,173959438,Big Momma's House,98.5,2000,6,1.0,0.0,0.0,0.0,0.0
65000000.0,Other,USA,Clint Eastwood,Action,90464773.0,PG-13,6.4,Other,64101,Other,en,15.772081,128884132,Space Cowboys,130.0,2000,8,1.0,0.0,0.0,0.0,0.0
82000000.0,Other,USA,Other,Action,34604280.0,PG-13,5.9,Other,105370,Other,en,18.447479,96085477,The 6th Day,123.0,2000,11,1.0,0.0,0.0,0.0,0.0
43000000.0,Columbia Pictures Corporation,USA,Other,Comedy,37170488.0,PG-13,6.0,Other,37223,Other,en,5.418921,0,28 Days,103.0,2000,4,1.0,0.0,0.0,0.0,0.0
75000000.0,Columbia Pictures Corporation,USA,Other,Action,69243859.0,PG-13,5.9,Other,52394,Other,en,13.318744,215663859,Vertical Limit,124.0,2000,12,1.0,0.0,0.0,0.0,0.0
38000000.0,Other,USA,Other,Crime,13019253.0,PG-13,5.6,Other,4119,Other,en,2.6341189999999997,0,The Crew,88.0,2000,8,1.0,1.0,0.0,0.0,0.0
20000000.0,Other,USA,Other,Drama,27441122.0,PG-13,7.2,Other,15542,Other,en,2.027393,27728118,Love & Basketball,124.0,2000,4,2.0,0.0,0.0,0.0,0.0
25000000.0,Warner Bros.,USA,Other,Action,55973336.0,R,6.1,Other,60144,Other,en,19.750059,91036760,Romeo Must Die,115.0,2000,3,1.0,1.0,0.0,0.0,0.0
1200000.0,Other,USA,Other,Drama,9180275.0,R,7.7,Other,24450,Other,en,7.142448,0,You Can Count on Me,111.0,2000,12,2.0,0.0,0.0,1.0,0.0
54000000.0,Other,USA,Other,Action,33022767.0,R,4.9,Other,28770,Other,en,6.7567710000000005,33000337,Dracula 2000,99.0,2000,12,0.0,0.0,0.0,0.0,0.0
65000000.0,Metro Goldwyn Mayer,USA,Other,Drama,37752931.0,PG-13,5.5,Other,21639,Other,en,8.680334,0,Autumn in New York,103.0,2000,8,1.0,0.0,0.0,0.0,0.0
43000000.0,Columbia Pictures Corporation,USA,Other,Drama,51804714.0,PG-13,7.3,Other,75994,Other,en,19.043286,80049764,Finding Forrester,136.0,2001,1,2.0,0.0,0.0,0.0,0.0
75000000.0,Other,USA,Other,Animation,22751979.0,PG,6.6,Matt Damon,54428,Other,en,14.443810000000001,36754634,Titan A.E.,94.0,2000,6,1.0,0.0,0.0,0.0,0.0
8000000.0,Other,UK,Other,Drama,8279017.0,R,6.9,Other,35748,Other,en,5.93923,8279017,Shadow of the Vampire,92.0,2001,1,1.0,0.0,0.0,0.0,0.0
32000000.0,Columbia Pictures Corporation,USA,Other,Comedy,8735529.0,PG-13,5.5,Other,8469,Other,en,8.074807,9902115,Whatever It Takes,94.0,2000,3,1.0,0.0,0.0,0.0,0.0
76000000.0,Other,USA,Other,Animation,26000610.0,PG,4.2,Robert De Niro,17493,Other,en,8.981427,35134820,The Adventures of Rocky & Bullwinkle,90.0,2000,6,0.0,0.0,0.0,0.0,0.0
42000000.0,Other,USA,Other,Action,23360779.0,R,5.7,Other,33267,Ehren Kruger,en,11.470135,32168970,Reindeer Games,114.0,2000,2,1.0,0.0,0.0,0.0,0.0
80000000.0,Warner Bros.,USA,Other,Action,17480890.0,PG-13,5.7,Other,50172,Other,en,13.800656,33463969,Red Planet,106.0,2000,11,1.0,0.0,0.0,0.0,0.0
85000000.0,Other,USA,Other,Adventure,66957026.0,G,4.8,Other,28837,Other,en,9.895061,183611771,102 Dalmatians,100.0,2000,11,0.0,0.0,0.0,0.0,1.0
35000000.0,Other,Germany,Other,Adventure,13555988.0,PG,5.7,Other,7956,Other,en,4.365196,13555988,The Little Vampire,95.0,2000,10,1.0,0.0,0.0,0.0,0.0
20000000.0,Other,USA,Other,Comedy,15618626.0,PG-13,5.3,Other,24109,Other,en,5.214408000000001,0,Loser,98.0,2000,7,1.0,0.0,0.0,0.0,0.0
90000000.0,Other,USA,Other,Horror,14218868.0,PG-13,4.8,Other,15439,Other,en,5.762037,14828081,Supernova,90.5,2000,1,0.0,0.0,0.0,0.0,0.0
55000000.0,Other,USA,Other,Comedy,19389454.0,R,7.4,Other,56716,Other,en,9.011728999999999,0,Wonder Boys,109.0,2000,2,2.0,0.0,0.0,0.0,0.0
65000000.0,Other,USA,Other,Comedy,69691949.0,PG,6.1,Bruce Willis,36366,Other,en,18.281798000000002,69700000,The Kid,104.0,2000,7,1.0,0.0,1.0,1.0,1.0
63600000.0,Other,USA,Other,Action,14967182.0,R,5.1,Other,29001,Other,en,4.494788,19412993,Get Carter,102.0,2000,10,1.0,0.0,0.0,0.0,0.0
24000000.0,Metro Goldwyn Mayer,USA,Other,Comedy,32662299.0,PG,6.9,Other,17279,Other,en,5.771479,36609995,Return to Me,115.0,2000,4,1.0,0.0,0.0,0.0,0.0
1500000.0,Other,Other,Other,Crime,1221261.0,R,7.9,Other,41811,Other,es,8.589355,0,Nine Queens,114.0,2000,8,2.0,0.0,0.0,0.0,0.0
15000000.0,Other,USA,Other,Adventure,26437094.0,R,4.0,Other,31777,Other,en,3.890223,0,Book of Shadows: Blair Witch 2,90.0,2000,10,0.0,0.0,0.0,0.0,0.0
24000000.0,Miramax,USA,Other,Crime,882710.0,R,6.4,Other,17284,Other,en,10.150993,0,The Yards,115.0,2000,10,1.0,0.0,0.0,0.0,0.0
65000000.0,Other,USA,Other,Action,32598931.0,R,6.2,Other,51172,Other,en,14.866901,0,Proof of Life,135.0,2000,12,1.0,0.0,0.0,0.0,0.0
24000000.0,Other,USA,Other,Comedy,12372410.0,PG-13,5.3,Other,12326,Other,en,3.113009,12372410,Ready to Rumble,107.0,2000,4,1.0,0.0,0.0,0.0,0.0
30000000.0,Other,USA,Other,Crime,28927720.0,R,5.3,Other,23233,Other,en,7.339908,0,The Watcher,96.5,2000,9,1.0,1.0,0.0,0.0,0.0
35000000.0,Universal Pictures,USA,Other,Action,35007180.0,PG-13,5.6,Other,28268,Other,en,11.375032000000001,35007180,The Skulls,106.0,2000,3,1.0,0.0,0.0,0.0,0.0
6000000.0,Other,USA,Other,Biography,8596914.0,R,7.0,Other,24293,Other,en,8.483531,0,Pollock,122.0,2001,3,2.0,0.0,0.0,0.0,0.0
8500000.0,Other,USA,Other,Action,6055661.0,R,6.7,Other,28566,Other,en,8.775844000000001,19125401,The Way of the Gun,119.0,2000,9,1.0,0.0,0.0,1.0,0.0
6000000.0,Other,USA,Other,Comedy,34099640.0,PG,7.0,Other,17467,Other,en,5.675535,0,My Dog Skip,95.0,2000,3,2.0,0.0,0.0,0.0,0.0
19000000.0,Other,UK,Other,Adventure,15911333.0,G,3.7,Other,3114,Other,en,1.916351,0,Thomas and the Magic Railroad,85.0,2000,7,0.0,0.0,0.0,0.0,0.0
60000000.0,Columbia Pictures Corporation,Germany,Other,Comedy,36050230.0,PG-13,4.8,Other,10667,Other,en,3.4155339999999996,36037909,Hanging Up,94.0,2000,2,0.0,0.0,0.0,0.0,0.0
35000000.0,Other,USA,Other,Comedy,20627372.0,PG-13,5.4,Other,14496,Other,en,9.119797,20627372,Boys and Girls,94.0,2000,6,1.0,0.0,0.0,0.0,0.0
25000000.0,Other,USA,Other,Action,12801190.0,R,4.6,Other,17320,Other,en,11.782725,15843608,Highlander: Endgame,87.0,2000,9,0.0,0.0,0.0,0.0,0.0
35000000.0,Other,USA,Other,Comedy,20035310.0,PG-13,4.9,Other,12938,Other,en,3.269459,0,Down to You,91.0,2000,1,0.0,0.0,0.0,0.0,0.0
24000000.0,Other,USA,Other,Comedy,13592872.0,R,5.1,Other,11257,Other,en,2.259537,13700000,The Ladies Man,84.0,2000,10,1.0,0.0,0.0,1.0,0.0
25000000.0,DreamWorks,USA,Woody Allen,Comedy,17071230.0,PG,6.7,Other,33043,Woody Allen,en,11.423533,0,Small Time Crooks,94.0,2000,5,1.0,0.0,0.0,0.0,0.0
20000000.0,Other,USA,Other,Drama,17872723.0,R,7.0,Other,21249,Other,en,7.029126,0,The Contender,126.0,2000,10,2.0,0.0,0.0,0.0,0.0
60000000.0,Other,USA,Other,Action,30208599.0,R,5.7,Other,26315,Other,en,7.832337,30199105,The Art of War,117.0,2000,8,1.0,0.0,0.0,0.0,0.0
10000000.0,New Line Cinema,USA,Spike Lee,Comedy,2185266.0,R,6.5,Other,9066,Other,en,2.23411,0,Bamboozled,135.0,2000,10,1.0,0.0,0.0,0.0,0.0
13000000.0,Other,USA,Other,Adventure,60020107.0,PG,5.0,Other,9980,Other,en,7.964289,0,Snow Day,89.0,2000,2,0.0,1.0,0.0,0.0,0.0
30000000.0,Paramount Pictures,Germany,Other,Animation,76507756.0,G,6.1,Other,9074,Other,Other,4.5902769999999995,103,Rugrats in Paris: The Movie,78.0,2000,11,1.0,1.0,0.0,0.0,0.0
24000000.0,Other,USA,Other,Drama,5108820.0,R,5.9,Other,13085,Other,en,5.833687,5108820,Gossip,90.0,2000,4,1.0,0.0,0.0,0.0,0.0
65000000.0,Paramount Pictures,USA,Other,Crime,29374178.0,R,5.1,Other,12730,Other,en,3.3219489999999996,0,Bless the Child,107.0,2000,8,1.0,0.0,0.0,1.0,0.0
10000000.0,Other,USA,Other,Comedy,1631839.0,R,5.7,Other,6205,Other,en,3.988432,1631839,Gun Shy,101.0,2000,2,1.0,0.0,0.0,0.0,0.0
50000000.0,Other,USA,Other,Drama,16779636.0,R,4.8,Other,9750,Other,en,3.312385,0,Lost Souls,97.0,2000,10,0.0,0.0,0.0,0.0,0.0
1800000.0,Other,USA,Other,Drama,3050934.0,PG-13,7.2,Other,2948,Other,en,3.363321,0,Songcatcher,109.0,2001,7,2.0,0.0,0.0,0.0,0.0
8000000.0,Other,USA,Other,Comedy,5018450.0,R,5.3,Other,9055,Other,en,3.535789,0,Woman on Top,92.0,2000,9,1.0,0.0,0.0,0.0,0.0
10000000.0,Other,USA,Other,Crime,447750.0,R,7.2,Other,19707,Other,Other,5.327714,15250000,Brother,114.0,2001,9,2.0,1.0,0.0,0.0,0.0
63000000.0,Paramount Pictures,France,Other,Comedy,10014234.0,R,5.0,Other,9009,Other,en,2.952595,0,Lucky Numbers,105.0,2000,10,0.0,0.0,0.0,1.0,0.0
15000000.0,Other,USA,Other,Comedy,4734235.0,R,6.0,Other,8539,Other,en,2.25453,0,Duets,112.0,2000,9,1.0,0.0,0.0,0.0,0.0
1500000.0,Other,Australia,Other,Comedy,265107.0,UNRATED,6.3,Other,4851,Other,en,2.855963,0,Psycho Beach Party,95.0,2001,9,1.0,0.0,0.0,0.0,0.0
42000.0,Other,USA,Other,Drama,241816.0,NOT RATED,7.4,Other,6728,Other,en,2.058834,0,George Washington,89.0,2001,9,2.0,0.0,0.0,0.0,0.0
150000.0,Miramax,USA,Other,Comedy,2882062.0,PG-13,6.2,Other,5329,Other,en,8.570328,2891288,Tadpole,78.0,2002,8,1.0,0.0,0.0,0.0,0.0
1000000.0,Other,USA,Other,Comedy,1744858.0,R,7.0,Other,6362,Other,en,3.4241580000000003,1744858,The Broken Hearts Club: A Romantic Comedy,94.0,2000,10,2.0,0.0,0.0,0.0,0.0
6000000.0,Other,USA,Other,Crime,15427192.0,PG-13,5.6,Other,12208,Other,en,3.021835,15427192,Drowning Mona,96.0,2000,3,1.0,0.0,0.0,0.0,0.0
24000000.0,Other,Germany,Other,Comedy,25167270.0,R,6.2,Other,30896,Other,en,3.572339,0,Nurse Betty,109.0,2000,9,1.0,0.0,0.0,0.0,0.0
30000000.0,Other,USA,Other,Animation,45554533.0,G,6.3,Other,14401,Other,en,9.829858999999999,45554533,The Tigger Movie,77.0,2000,2,1.0,0.0,0.0,0.0,1.0
10000000.0,Other,UK,Other,Romance,3041803.0,PG,7.1,Other,6631,Other,en,3.007816,5164404,The House of Mirth,137.5,2001,3,2.0,0.0,0.0,0.0,0.0
10000000.0,Universal Pictures,USA,Other,Comedy,7027345.0,PG-13,5.7,Other,7309,Other,en,5.359381,0,Screwed,81.0,2000,5,1.0,1.0,0.0,1.0,0.0
50000000.0,Columbia Pictures Corporation,USA,Other,Adventure,6543194.0,PG-13,5.6,Other,3951,Other,en,1.656695,0,I Dreamed of Africa,114.0,2000,5,1.0,0.0,0.0,0.0,0.0
51000000.0,Other,Canada,Other,Action,15325127.0,R,5.7,Other,9684,Other,en,9.780588,0,Bait,106.0,2000,9,1.0,0.0,0.0,1.0,0.0
250000.0,Other,USA,Other,Comedy,1050600.0,R,6.6,Other,4816,Other,en,0.812855,0,Chuck & Buck,96.0,2000,8,1.0,0.0,0.0,0.0,0.0
25000000.0,Other,USA,Other,Comedy,14990582.0,PG-13,4.7,Other,9746,Other,en,3.7075110000000002,24362772,The Next Best Thing,108.0,2000,3,0.0,0.0,0.0,0.0,0.0
0.0,Other,UK,Other,Drama,669258.0,R,6.5,Other,5465,Other,en,2.996284,0,The Claim,120.0,2001,2,1.0,0.0,0.0,0.0,0.0
1000000.0,Other,USA,Other,Action,12996.0,R,6.0,Other,2021,Other,en,9.055447000000001,0,The Specials,82.0,2000,9,1.0,0.0,0.0,0.0,0.0
60000000.0,Other,USA,Other,Comedy,6291602.0,R,5.6,Other,8383,Other,en,2.275331,0,What Planet Are You From?,105.0,2000,3,1.0,0.0,0.0,0.0,0.0
60000000.0,Other,UK,Other,Comedy,55381.0,R,5.8,Other,4134,Other,en,40.721373,60052138,Beautiful Creatures,105.0,2001,1,1.0,0.0,0.0,0.0,0.0
60000000.0,Other,USA,Other,Drama,19452138.0,PG-13,6.2,Other,74554,Other,en,40.721373,60052138,Beautiful Creatures,124.0,2013,2,1.0,0.0,0.0,0.0,0.0
0.0,Other,Other,Other,Drama,16239.0,Not specified,5.6,Other,3375,Other,en,0.812776,0,Restless,145.5,2000,1,1.0,0.0,0.0,0.0,0.0
1000000.0,Other,Other,Other,Action,623791.0,Not specified,6.1,Other,3138,Other,Other,0.043023,623791,Fiza,170.0,2000,9,1.0,1.0,0.0,0.0,0.0
5000000.0,Other,USA,Other,Animation,9628751.0,PG,6.0,Other,5697,Other,en,3.7387,0,Digimon: The Movie,91.0,2000,10,1.0,0.0,0.0,0.0,0.0
93000000.0,New Line Cinema,Other,Other,Adventure,315544750.0,PG-13,8.8,Other,1361188,Other,en,138.049577,871368364,The Lord of the Rings: The Fellowship of the Ring,178.0,2001,12,2.0,0.0,0.0,0.0,0.0
15000000.0,Other,France,Other,Drama,7220243.0,R,8.0,Other,265176,Other,en,31.60985,20117339,Mulholland Drive,147.0,2001,10,2.0,0.0,0.0,0.0,0.0
4500000.0,Other,USA,Other,Drama,194220.0,R,8.1,Other,638868,Other,en,61.210016,1270522,Donnie Darko,113.0,2001,10,2.0,0.0,0.0,0.0,0.0
19000000.0,Other,Japan,Other,Animation,10055859.0,PG,8.6,Other,480118,Other,Other,118.968562,274925095,Spirited Away,125.0,2003,3,2.0,0.0,0.0,0.0,0.0
115000000.0,Paramount Pictures,USA,Other,Action,131144183.0,PG-13,5.8,Other,170084,Other,en,41.498631,274703340,Lara Croft: Tomb Raider,100.0,2001,6,1.0,0.0,0.0,0.0,0.0
58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,PG-13,8.2,Other,684388,Other,en,59.248437,313542341,A Beautiful Mind,135.0,2002,1,2.0,0.0,0.0,0.0,0.0
115000000.0,Other,USA,Other,Animation,289916256.0,G,8.1,Other,658436,Other,en,106.815545,562816256,"Monsters, Inc.",92.0,2001,11,2.0,0.0,0.0,0.0,1.0
45000000.0,Warner Bros.,USA,Other,Crime,76631907.0,R,7.7,Denzel Washington,330571,Other,en,52.081131,104876233,Training Day,122.0,2001,10,2.0,0.0,0.0,0.0,0.0
18000000.0,Metro Goldwyn Mayer,USA,Other,Comedy,96520674.0,PG-13,6.2,Other,146043,Other,en,25.43954,141774679,Legally Blonde,96.0,2001,7,1.0,0.0,0.0,0.0,0.0
92000000.0,Other,USA,Ridley Scott,Drama,108638745.0,R,7.7,Other,315422,Other,en,44.455166,172989651,Black Hawk Down,144.0,2002,1,2.0,0.0,0.0,0.0,0.0
38000000.0,Universal Pictures,USA,Other,Action,144533925.0,PG-13,6.7,Other,299197,Other,en,6.909942,207283925,The Fast and the Furious,106.0,2001,6,1.0,0.0,0.0,0.0,0.0
60000000.0,Other,USA,Other,Animation,267665011.0,PG,7.9,Other,510551,Other,en,67.298732,484409218,Shrek,90.0,2001,5,2.0,0.0,0.0,0.0,0.0
53000000.0,Other,USA,Other,Biography,52990775.0,R,7.6,Johnny Depp,212030,Other,en,28.350528999999998,83282296,Blow,124.0,2001,4,2.0,1.0,0.0,0.0,0.0
100000000.0,Twentieth Century Fox Film Corporation,USA,Tim Burton,Action,180011740.0,PG-13,5.7,Other,190818,Other,en,51.188633,362211740,Planet of the Apes,119.0,2001,7,1.0,0.0,0.0,0.0,0.0
1200000.0,Other,USA,Other,Comedy,18488314.0,R,7.1,Other,81266,Other,en,16.312803,18492362,Super Troopers,100.0,2002,2,2.0,0.0,0.0,0.0,0.0
85000000.0,Warner Bros.,USA,Steven Soderbergh,Crime,183405771.0,PG-13,7.8,George Clooney,438204,Other,en,60.929352,450717150,Ocean's Eleven,116.0,2001,12,2.0,0.0,0.0,0.0,0.0
140000000.0,Touchstone Pictures,USA,Michael Bay,Action,198542554.0,PG-13,6.1,Other,273961,Other,en,34.20669,449220945,Pearl Harbor,183.0,2001,5,1.0,0.0,0.0,0.0,0.0
21000000.0,Touchstone Pictures,USA,Other,Comedy,52364010.0,R,7.6,Other,226791,Other,en,24.13081,71441250,The Royal Tenenbaums,110.0,2002,1,2.0,0.0,0.0,0.0,0.0
57000000.0,Warner Bros.,USA,Other,Drama,17008282.0,R,6.2,Other,36514,Other,en,11.60815,16991902,Rock Star,105.0,2001,9,1.0,0.0,0.0,0.0,0.0
100000000.0,Warner Bros.,USA,Steven Spielberg,Adventure,78616689.0,PG-13,7.1,Other,257554,Other,en,34.035114,235926552,A.I. Artificial Intelligence,146.0,2001,6,2.0,0.0,0.0,0.0,0.0
26000000.0,Walt Disney Pictures,USA,Other,Comedy,108248956.0,G,6.3,Other,104843,Other,en,40.176265,165335153,The Princess Diaries,113.0,2001,8,1.0,0.0,0.0,0.0,1.0
35000000.0,Other,USA,Other,Action,112719001.0,PG,5.4,Other,91706,Other,en,21.543389,147934180,Spy Kids,88.0,2001,3,1.0,0.0,0.0,0.0,0.0
15000000.0,Columbia Pictures Corporation,USA,Other,Comedy,38252284.0,R,5.7,Other,85434,Other,en,23.423082,66468332,Not Another Teen Movie,89.0,2001,12,1.0,0.0,0.0,0.0,0.0
98000000.0,Universal Pictures,USA,Other,Action,202019785.0,PG-13,6.3,Other,266768,Other,en,41.862983,433013274,The Mummy Returns,130.0,2001,5,1.0,0.0,0.0,0.0,0.0
68000000.0,Paramount Pictures,USA,Other,Fantasy,100614858.0,R,6.9,Tom Cruise,219511,Other,en,27.299301,203388341,Vanilla Sky,136.0,2001,12,1.0,0.0,0.0,0.0,0.0
65000000.0,Columbia Pictures Corporation,USA,Other,Action,56569702.0,PG-13,6.9,Other,147000,Brian Helgeland,en,36.670398999999996,117487473,A Knight's Tale,132.0,2001,5,1.0,0.0,0.0,0.0,0.0
120000000.0,Other,USA,Other,Animation,84052762.0,PG,6.8,Other,82185,Other,en,51.548589,186053725,Atlantis: The Lost Empire,95.0,2001,6,1.0,0.0,0.0,0.0,1.0
45000000.0,Other,USA,Other,Comedy,71308997.0,R,5.3,Other,128863,Other,en,35.376971000000005,141220678,Scary Movie 2,83.0,2001,7,1.0,1.0,0.0,0.0,0.0
35000000.0,Twentieth Century Fox Film Corporation,USA,Other,Horror,31602566.0,R,6.8,Johnny Depp,132562,Other,en,26.134678,74558115,From Hell,122.0,2001,10,1.0,0.0,0.0,0.0,0.0
25000000.0,Miramax,UK,Other,Comedy,71543427.0,R,6.7,Other,190261,Other,en,35.310712,281929795,Bridget Jones's Diary,97.0,2001,4,1.0,0.0,0.0,1.0,0.0
42000000.0,Warner Bros.,USA,Other,Horror,41867960.0,R,5.6,Other,69583,Other,en,20.392858,0,Thir13en Ghosts,91.0,2001,10,1.0,0.0,0.0,0.0,0.0
42000000.0,Metro Goldwyn Mayer,France,Other,Drama,16252765.0,R,6.0,Other,47615,Other,en,14.831401999999999,35402320,Original Sin,117.0,2001,8,1.0,0.0,0.0,0.0,0.0
30000000.0,Other,USA,Other,Comedy,145103595.0,R,6.4,Other,212973,Other,en,36.432598,287553595,American Pie 2,108.0,2001,8,1.0,0.0,0.0,0.0,0.0
68000000.0,Other,UK,Other,Drama,51401758.0,R,7.6,Other,206190,Other,en,41.273567,96976270,Enemy at the Gates,131.0,2001,3,2.0,0.0,0.0,0.0,0.0
28000000.0,Paramount Pictures,Germany,Other,Comedy,45172250.0,PG-13,6.6,Ben Stiller,216618,Other,en,38.0958,60780981,Zoolander,89.5,2001,9,1.0,0.0,0.0,0.0,0.0
22000000.0,New Line Cinema,USA,Other,Drama,40311852.0,PG-13,7.6,Other,129251,Other,en,26.071644,92542418,I Am Sam,132.0,2002,1,2.0,0.0,0.0,0.0,0.0
28000000.0,Miramax,USA,Other,Comedy,50294317.0,PG-13,6.9,Other,92111,Other,en,14.530803,77516304,Serendipity,90.0,2001,10,1.0,0.0,0.0,0.0,0.0
93000000.0,Universal Pictures,USA,Other,Action,181171875.0,PG-13,5.9,Other,241721,Michael Crichton,en,1.859364,368780809,Jurassic Park III,92.0,2001,7,1.0,0.0,0.0,0.0,0.0
107000000.0,Columbia Pictures Corporation,USA,Other,Biography,58203105.0,R,6.8,Other,83761,Other,en,18.866672,87713825,Ali,157.0,2001,12,1.0,0.0,0.0,0.0,0.0
4000000.0,Other,USA,Other,Drama,31252964.0,R,7.1,Other,74851,Other,en,14.042041000000001,44909486,Monster's Ball,111.0,2002,3,2.0,0.0,0.0,0.0,0.0
22000000.0,Other,USA,Kevin Smith,Comedy,30059386.0,R,6.9,Other,134794,Kevin Smith,en,21.865021,33788161,Jay and Silent Bob Strike Back,104.0,2001,8,1.0,0.0,0.0,0.0,0.0
7000000.0,Other,USA,Other,Comedy,6217849.0,R,7.4,Other,102022,Other,en,14.072941,0,Ghost World,111.0,2001,9,2.0,0.0,0.0,0.0,0.0
48000000.0,Paramount Pictures,USA,Other,Adventure,56618055.0,PG-13,6.4,Other,98124,Other,en,18.60049,85498534,Rat Race,112.0,2001,8,1.0,0.0,0.0,1.0,0.0
39000000.0,Universal Pictures,Canada,Other,Comedy,14252830.0,PG-13,5.3,Other,19715,Other,en,6.404571,0,Josie and the Pussycats,98.0,2001,4,1.0,0.0,0.0,0.0,0.0
68000000.0,Other,USA,Other,Drama,50338485.0,PG-13,7.4,Other,159356,Other,en,30.920075,50315140,K-PAX,120.0,2001,10,2.0,0.0,0.0,0.0,0.0
40000000.0,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,70836296.0,PG-13,5.9,Other,115401,Other,en,29.854772999999998,141069860,Shallow Hal,114.0,2001,11,1.0,0.0,0.0,0.0,0.0
